Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - Klim,https://www.crunchbase.com/funding_round/klim-series-a--f1503d3e,Klim,https://www.crunchbase.com/organization/klim,Series A,"Berlin, Berlin, Germany, Europe",22000000,USD,22000000,2024-11-12,Early Stage Venture,,,,Yes,Klim mission is to scale up regenerative agriculture to make agriculture part of the climate solution,"Agriculture, Impact Investing, Software, Sustainability",,https://klim.eco,$1M to $10M,28506396,USD,28506396,Early Stage Venture,5,BNP Paribas,"Achmea Innovation Fund, AgFunder, Ananda Impact Ventures, BNP Paribas, Earthshot Ventures, Elevator Ventures, Green Generation Fund, Norinchukin Capital, Rabobank",9,2,"6,132"
Venture Round - Morpho Labs,https://www.crunchbase.com/funding_round/morpho-labs-series-unknown--afd5094c,Morpho Labs,https://www.crunchbase.com/organization/morpho-labs,Venture - Series Unknown,"Paris, Ile-de-France, France, Europe",50000000,USD,50000000,2024-08-01,,,,,Yes,Morpho is a decentralized cryptocurrency lending protocol that provides lending and borrowing services.,"Blockchain, Cryptocurrency, Financial Services, Lending",,https://morpho.org,,68000000,USD,68000000,,3,Ribbit Capital,"a16z crypto, BH Digital, BlockTower Capital, Brevan Howard Asset Management, Cherry Ventures, Coinbase Ventures, Fenbushi Capital, Hack VC, IOSG Ventures, Kraken Ventures, L1D, LeadBlock Bitpanda Ventures, Mirana, Pantera Capital, Ribbit Capital, Robot Ventures, RockawayX, Semantic Ventures, Variant",19,1,"6,223"
Series B - Qualifyze,https://www.crunchbase.com/funding_round/chemsqure-series-b--fc20fc63,Qualifyze,https://www.crunchbase.com/organization/chemsqure,Series B,"Frankfurt, Hessen, Germany, Europe",54000000,USD,54000000,2024-09-10,Early Stage Venture,,,,Yes,Qualifyze provides digital solutions for supply chain risk management in Life Sciences.,"Analytics, Life Science, Risk Management, Supply Chain Management",,https://www.qualifyze.com,$10M to $50M,85678355,USD,85678355,Early Stage Venture,5,Insight Partners,"Cherry Ventures, H14, HarbourVest Partners, HV Capital, Insight Partners",5,4,"6,284"
Venture Round - Meight,https://www.crunchbase.com/funding_round/meight-series-unknown--d146baf1,Meight,https://www.crunchbase.com/organization/meight,Venture - Series Unknown,"Évora, Evora, Portugal, Europe",3400000,EUR,3568205,2024-12-17,,,,,Yes,Meight develops fuel cost and CO2 emission forecasting platform.,"Computer, InsurTech, Machine Learning, Software",,https://meight.com,,4700000,EUR,5042730,,4,Cusp Capital,"Cusp Capital, EIT Urban Mobility, Faber, Grupo Lusiaves service",4,1,"6,769"
Venture Round - terralayr,https://www.crunchbase.com/funding_round/terralayr-series-unknown--10875488,terralayr,https://www.crunchbase.com/organization/terralayr,Venture - Series Unknown,"Zug, Zug, Switzerland, Europe",62000000,EUR,67140985,2024-10-17,,,,,Yes,terralayr is a renewable battery storage systems developer offering innovative energy flexibility services.,"Battery, Energy, Energy Storage, Infrastructure, Renewable Energy",,https://www.trlyr.com,,97000000,EUR,104967451,,3,Rive Private Investment,"Creandum, Earlybird Venture Capital, Norrsken VC, Picus Capital, Rive Private Investment",5,3,"7,018"
Series A - Paebbl,https://www.crunchbase.com/funding_round/paebbl-series-a--ae1c69d4,Paebbl,https://www.crunchbase.com/organization/paebbl,Series A,"Stockholm, Stockholms Lan, Sweden, Europe",25000000,USD,25000000,2024-10-09,Early Stage Venture,,,,Yes,We re-store captured carbon into industrial raw materials,"Building Material, Carbon Capture, Environmental Engineering, Industrial, Mineral",,https://paebbl.com,$1M to $10M,32969723,USD,32969723,Early Stage Venture,2,Capnamic Ventures,"2050, Aurum Impact, Capnamic Ventures, Climate Pledge Fund, Family office of Antti Herlin, Grantham Foundation, Holcim MAQER Ventures, Pale blue dot",8,2,"7,141"
Series B - AMPECO,https://www.crunchbase.com/funding_round/ampeco-series-b--e4ff2699,AMPECO,https://www.crunchbase.com/organization/ampeco,Series B,"Sofia, Grad Sofiya, Bulgaria, Europe",26000000,USD,26000000,2024-11-26,Early Stage Venture,,,,Yes,AMPECO offers an EV charging management platform to manage a network of electric vehicle charging stations.,"Automotive, Electric Vehicle, Energy, Enterprise Software",,https://www.ampeco.com,$10M to $50M,39000000,USD,39000000,Early Stage Venture,2,Revaia,"BMW i Ventures, LAUNCHub Ventures, NAP, Revaia",4,3,"7,155"
Seed Round - eyva.ai,https://www.crunchbase.com/funding_round/datazeit-seed--c4a72dcc,eyva.ai,https://www.crunchbase.com/organization/datazeit,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",2750000,EUR,2889047,2024-12-13,Seed,,,,Yes,Meet eyva - you guide to a winning product portfolio.,"Artificial Intelligence (AI), Big Data, Consumer, Information Technology, Machine Learning, Market Research, Natural Language Processing, Software, Text Analytics",,https://www.eyva.ai,Less than $1M,2750000,EUR,2889047,Seed,3,"Earlybird Venture Capital, WENVEST Capital","Earlybird Venture Capital, Robin Capital, Super Angels, True., WENVEST Capital, WEPA Ventures, xdeck",7,3,"7,549"
Seed Round - Briefcase,https://www.crunchbase.com/funding_round/briefcase-8201-seed--f98d7ee0,Briefcase,https://www.crunchbase.com/organization/briefcase-8201,Seed,,3000000,USD,3000000,2024-12-04,Seed,,,,Yes,Briefcase is an AI-powered tool for bookkeeping and month-end automation.,"Accounting, Finance, Information Technology",,https://www.briefcase.so,,3000000,USD,3000000,Seed,1,Earlybird Venture Capital,"Bill Earner, Charlie Songhurst, Chris Mairs, Earlybird Venture Capital, Entrepreneur First, Greg Marsh, Mark Ransford, Tiny VC",8,2,"7,893"
Seed Round - Root Global,https://www.crunchbase.com/funding_round/root-global-seed--934cb079,Root Global,https://www.crunchbase.com/organization/root-global,Seed,"Berlin, Berlin, Germany, Europe",8000000,EUR,8868491,2024-08-19,Seed,,,,Yes,Root Global develops carbon accounting and emissions management platforms to help companies manage and reduce their environmental footprint.,"B2B, Food and Beverage, SaaS, Sustainability",,https://www.rootglobal.io/,$100M to $500M,10500000,EUR,11419878,Seed,2,Point Nine,"arc investors, Hello World, Point Nine, Project A Ventures",4,3,"8,093"
Seed Round - IonKraft,https://www.crunchbase.com/funding_round/ionkraft-seed--0ac924c5,IonKraft,https://www.crunchbase.com/organization/ionkraft,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",3500000,EUR,3708091,2024-11-18,Seed,,,,Yes,"IonKraft can provide better performance at a lower cost while maintaining recyclability, they also promote material reduction and reuse.",Machinery Manufacturing,,https://ionkraft.com,$1M to $10M,5999438,EUR,6360594,Seed,2,"M Ventures, TechVision Fund","HTGF | High-Tech Gruenderfonds, M Ventures, TechVision Fund",3,3,"8,247"
Series A - Recyda GmbH,https://www.crunchbase.com/funding_round/recyda-gmbh-series-a--2732dcc8,Recyda GmbH,https://www.crunchbase.com/organization/recyda-gmbh,Series A,"Freiburg, Baden-Wurttemberg, Germany, Europe",6300000,EUR,6818920,2024-10-24,Early Stage Venture,,,,Yes,Packaging data management and analytics for a circular economy | Recyclability Analysis | EPR-Fee Analysis,"Data Management, Fast-Moving Consumer Goods, Packaging Services, Recycling, Software",,https://www.recyda.com,$1M to $10M,8050000,EUR,8716402,Early Stage Venture,3,Cusp Capital,"Auxxo, Benedikt Franke, Cusp Capital, Futury Capital, Martin Weber, Speedinvest, Stephan Rohr",7,1,"8,323"
Series B - Dexory,https://www.crunchbase.com/funding_round/botsandus-ltd-series-b--6843f58b,Dexory,https://www.crunchbase.com/organization/botsandus-ltd,Series B,"London, England, United Kingdom, Europe",80000000,USD,80000000,2024-10-01,Early Stage Venture,,,,Yes,Dexory captures real-time insights of warehouse operations using fully autonomous robots and Artificial Intelligence.,"Artificial Intelligence (AI), Data Visualization, Logistics, Retail Technology, Warehouse Automation, Warehousing",,https://www.dexory.com/,$1M to $10M,117994387,USD,117994387,Early Stage Venture,10,DTCP,"Atomico, Bootstrap Europe, Capnamic Ventures, DTCP, Lakestar, Latitude Ventures, WaVe-X",7,4,"8,543"
Pre Seed Round - GEMESYS,https://www.crunchbase.com/funding_round/gemesys-pre-seed--04237bd8,GEMESYS,https://www.crunchbase.com/organization/gemesys,Pre-Seed,"Bochum, Nordrhein-Westfalen, Germany, Europe",8600000,EUR,9122017,2024-11-19,Seed,,,,Yes,"Next generation AI hardware - a fully analog chip, inspired by the human brain, enabling both training and inference on edge devices.","Artificial Intelligence (AI), Hardware, Internet of Things, Semiconductor",,https://gemesys.tech,,8600000,EUR,9122017,Seed,2,"APEX Ventures, Atlantic Labs","APEX Ventures, Atlantic Labs, EXIST, NRW.BANK, Plug and Play, Sony Innovation Fund",6,1,"8,834"
Series C - Sphingotec GmbH,https://www.crunchbase.com/funding_round/sphingotec-gmbh-3ac9-series-c--6020ac20,Sphingotec GmbH,https://www.crunchbase.com/organization/sphingotec-gmbh-3ac9,Series C,"Hohen Neuendorf, Brandenburg, Germany, Europe",5000000,EUR,5457502,2024-08-08,Late Stage Venture,,,,Yes,"SphingoTec develops innovative biomarkers for the diagnosis, prediction, and monitoring of acute medical conditions.",Biotechnology,,https://sphingotec.com/,$1M to $10M,6500000,EUR,7066507,Late Stage Venture,5,Think.Health,"Brandenburg Kapital, HBM Healthcare Investments, NRW.BANK, Think.Health, Wellington Partners",5,1,"8,968"
Series B - Exein,https://www.crunchbase.com/funding_round/exein-series-b--3ea396d3,Exein,https://www.crunchbase.com/organization/exein,Series B,"Roma, Lazio, Italy, Europe",15000000,EUR,16382253,2024-07-12,Early Stage Venture,,,,Yes,Exein is a firmware-focused cybersecurity startup that develops an open-source IoT security framework.,"Cyber Security, Information Technology, Internet of Things, Network Security, Software",,https://www.exein.io,$1B to $10B,23000000,EUR,25668223,Early Stage Venture,3,33N Ventures,"33N Ventures, eCAPITAL ENTREPRENEURIAL PARTNERS, Future Industry Ventures, Partech, Redstone.VC, United Ventures",6,4,"8,981"
Seed Round - Involve Space,https://www.crunchbase.com/funding_round/involve-space-seed--5faf11dd,Involve Space,https://www.crunchbase.com/organization/involve-space,Seed,"Erba, Lombardia, Italy, Europe",2500000,EUR,2762141,2024-09-03,Seed,,,,Yes,Involve Space provides solutions for space-based activities via a customizable and cost-effective stratospheric pseudo satellite.,"Aerospace, Space Travel",,https://www.involvespace.it/,,3000000,EUR,3314569,Seed,3,Earlybird Venture Capital,"Cassa Depositi e Prestiti, Earlybird Venture Capital, Fondazione CRT, Intesa Sanpaolo, Plug and Play, Takeoff Accelerator, TLI Space, UniCredit",8,1,"9,051"
Series A - TILT,https://www.crunchbase.com/funding_round/tilt-7df1-series-a--f3b842e0,TILT,https://www.crunchbase.com/organization/tilt-7df1,Series A,"London, England, United Kingdom, Europe",13700000,GBP,18101819,2024-08-23,Early Stage Venture,,,,Yes,"TILT app is an online shopping platform that allows users to buy through videos, live streams, and earn rewards.","Apps, E-Commerce, Shopping, Video Streaming",,https://tilt.app,,21101819,USD,21101819,Early Stage Venture,3,Balderton Capital,"Balderton Capital, Earlybird Venture Capital, Seedcamp, TQ Ventures",4,1,"9,340"
Series A - M^0,https://www.crunchbase.com/funding_round/m-0-labs-series-a--8041eadd,M^0,https://www.crunchbase.com/organization/m-0-labs,Series A,"Zug, Zug, Switzerland, Europe",35000000,USD,35000000,2024-06-05,Early Stage Venture,,,,Yes,"M^0 is a platform powering builders of safe, programmable, interoperable stablecoins.","Cryptocurrency, Decentralized Finance (DeFi), Financial Services, Infrastructure, Internet",,https://www.m0.org/,$1M to $10M,57500000,USD,57500000,Early Stage Venture,2,Bain Capital Crypto,"Airtree Ventures, Bain Capital Crypto, Caladan, Distributed Capital Partners, Earlybird Venture Capital, Galaxy Digital, GSR, Hack VC, Kraynos Capital, Pantera Capital, ParaFi Capital, Road Capital, SALT Fund, SCB 10X, Standard Crypto, Wintermute Ventures",16,2,"10,083"
Series A - Anaphite,https://www.crunchbase.com/funding_round/anaphite-series-a--5076c50b,Anaphite,https://www.crunchbase.com/organization/anaphite,Series A,"Bristol, Bristol, City of, United Kingdom, Europe",10400000,GBP,13904803,2024-09-27,Early Stage Venture,,,,Yes,Advanced materials development and manufacture for Li-ion Battery electrodes,"Advanced Materials, Battery, Chemical, Manufacturing, Nanotechnology",,https://www.anaphite.com,$10M to $50M,19340000,GBP,25132727,Early Stage Venture,11,"Maniv Mobility, World Fund","Elbow Beach Capital, Energy & Environment Investment, Maniv Mobility, Nesta, Wealth Club, World Fund",6,2,"10,225"
Venture Round - Nosh Biofoods,https://www.crunchbase.com/funding_round/nosh-biofoods-series-unknown--bead5759,Nosh Biofoods,https://www.crunchbase.com/organization/nosh-biofoods,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2024-09-02,,,,,Yes,Nosh Biofoods is a manufacturer of traditional meat.,"Food and Beverage, Food Processing, Nutrition",,https://www.nosh.bio,,3200000,EUR,3550880,,2,"ApolloCapital, CHECK24 Impact GmbH","ApolloCapital, CHECK24 Impact GmbH, Clear Current Capital, Earlybird Venture Capital, Good Seed Ventures, Grey Silo Ventures, zur Mühlen Group",7,3,"10,233"
Series A - Atlas Metrics,https://www.crunchbase.com/funding_round/atlas-metrics-series-a--469ede6b,Atlas Metrics,https://www.crunchbase.com/organization/atlas-metrics,Series A,"Berlin, Berlin, Germany, Europe",12200000,EUR,13586684,2024-09-30,Early Stage Venture,,,,Yes,"Simplify ESG, Automate Compliance","Business Information Systems, Information Technology, Software, Telecommunications",,https://www.atlasmetrics.io/,$1B to $10B,17400000,EUR,19222887,Early Stage Venture,3,MMC Ventures,"another.vc, b2venture, Cherry Ventures, MMC Ventures, Redstone.VC",5,2,"10,347"
Series A - PL BioScience,https://www.crunchbase.com/funding_round/pl-bioscience-series-a--52539017,PL BioScience,https://www.crunchbase.com/organization/pl-bioscience,Series A,"Aachen, Nordrhein-Westfalen, Germany, Europe",7800000,EUR,8513704,2024-08-08,Early Stage Venture,,,,Yes,We deliver advanced 2D and 3D cell culture solutions based on human Platelet Lysate,"Biotechnology, Health Care",,https://www.pl-bioscience.com/,$1M to $10M,11500000,EUR,13045646,Early Stage Venture,2,,"Avant Bio, b.value AG, better ventures, Brightlands Venture Partners, LePure Biotech, TechVision Fund",6,,"10,774"
Series B - Pactum,https://www.crunchbase.com/funding_round/pactum-6283-series-b--64c2fd69,Pactum,https://www.crunchbase.com/organization/pactum-6283,Series B,"Mountain View, California, United States, North America",20000000,USD,20000000,2024-07-11,Early Stage Venture,,,,Yes,Pactum AI helps companies to unlock value from thousands of suppliers by automatically negotiating contracts on a massive scale.,Artificial Intelligence (AI),,https://www.pactum.com/,$10M to $50M,55150000,USD,55150000,Early Stage Venture,6,Karma Ventures,"3VC, Atomico, Karma Ventures, Maersk Growth, PortfoLion Capital Partners, Project A Ventures, Superangel",7,7,"10,910"
Series A - Voliro,https://www.crunchbase.com/funding_round/voliro-airborne-robotics-series-a--05fec681,Voliro,https://www.crunchbase.com/organization/voliro-airborne-robotics,Series A,"Zürich, Zurich, Switzerland, Europe",12000000,USD,12000000,2024-10-03,Early Stage Venture,,,,Yes,Voliro leads in aerial mobile robotics with cutting-edge technology designed for precision work at heights.,"Aerospace, Drones, Robotics, Software",,https://www.voliro.com,$1B to $10B,14204020,USD,14204020,Early Stage Venture,4,Cherry Ventures,Cherry Ventures,1,1,"11,156"
Series A - bunch,https://www.crunchbase.com/funding_round/bunch-technology-series-a--8a302ad0,bunch,https://www.crunchbase.com/organization/bunch-technology,Series A,"Berlin, Berlin, Germany, Europe",15500000,USD,15500000,2024-07-25,Early Stage Venture,,,,Yes,bunch technology is the Operating System for private markets.,"Financial Services, FinTech, Software",,https://www.bunch.capital,$1M to $10M,22894397,USD,22894397,Early Stage Venture,2,FinTech Collective,"Broadhaven Ventures, Cherry Ventures, FinTech Collective, Motive Ventures, Philipp Moehring, Tiny VC",6,1,"11,219"
Seed Round - OASYS NOW,https://www.crunchbase.com/funding_round/oasys-now-seed--3f9fd0a3,OASYS NOW,https://www.crunchbase.com/organization/oasys-now,Seed,"Delft, Zuid-Holland, The Netherlands, Europe",1000000,EUR,1041829,2024-11-22,Seed,,,,Yes,"OASYS NOW is a medtech start-up that uses AI to optimize clinical trial recruitment, advancing precision medicine accessibility.","Artificial Intelligence (AI), Clinical Trials, Life Science, Precision Medicine",,https://oasysnow.com,,1291829,USD,1291829,Seed,3,"Cherry Ventures, General Catalyst","Cherry Ventures, General Catalyst",2,,"11,885"
Seed Round - Mona AI,https://www.crunchbase.com/funding_round/mona-ai-seed--abb267a8,Mona AI,https://www.crunchbase.com/organization/mona-ai,Seed,"Saarbrücken, Saarland, Germany, Europe",2000000,EUR,2147340,2024-07-01,Seed,,,,Yes,MONA AI is an automation software for staffing agencies to automate their recruiting and HR processes.,"Human Resources, Staffing Agency",,https://www.mona-ai.de,,2000000,EUR,2147340,Seed,1,Earlybird Venture Capital,Earlybird Venture Capital,1,1,"12,198"
Venture Round - Rows,https://www.crunchbase.com/funding_round/rowshq-series-unknown--870ac840,Rows,https://www.crunchbase.com/organization/rowshq,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",8000000,EUR,8682798,2024-05-24,,,,,Yes,Rows offers a spreadsheet tool designed for team collaboration and enhanced functionality.,"Productivity Tools, Software, Web Apps",,http://rows.com,$10M to $50M,33682798,USD,33682798,,4,Indico Capital Partners,"Accel, Armilar Venture Partners, Cherry Ventures, Indico Capital Partners, Lakestar",5,5,"12,720"
Seed Round - ARX Robotics,https://www.crunchbase.com/funding_round/arx-49c3-seed--98f48c8c,ARX Robotics,https://www.crunchbase.com/organization/arx-49c3,Seed,"München, Bayern, Germany, Europe",9000000,EUR,9687106,2024-06-10,Seed,,,,Yes,ARX is a defense technology company that specializes in the development of autonomous unmanned systems for dual-use applications.,"Autonomous Vehicles, Drones, Manufacturing, Robotics",,https://www.arx-robotics.com,,10150000,EUR,10915475,Seed,2,NATO Innovation Fund,"Discovery Ventures, NATO Innovation Fund, Project A Ventures",3,2,"12,808"
Seed Round - Tola,https://www.crunchbase.com/funding_round/tola-seed--d1330de6,Tola,https://www.crunchbase.com/organization/tola,Seed,"San Francisco, California, United States, North America",10200000,USD,10200000,2024-10-31,Seed,,,,Yes,"Tola combines accounts payable, accounts Tola combines accounts payable, receivable, and cash flow management with working capital.","Accounting, Information Technology, Payments",,https://www.usetola.com,,10200000,USD,10200000,Seed,2,Sequoia Capital,"Cherry Ventures, Creandum, Founders, RTP Global, Sequoia Capital, Y Combinator",6,,"12,953"
