Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Freshflow,https://www.crunchbase.com/funding_round/freshflow-seed--fa423837,Freshflow,https://www.crunchbase.com/organization/freshflow,Seed,"Berlin, Berlin, Germany, Europe",1700000,EUR,1841976,2022-04-21,Seed,,,,Yes,Freshflow is harnessing AI to build the food supply chain technology of the future and tackle global food waste.,"Artificial Intelligence (AI), Food Delivery, Machinery Manufacturing, Supply Chain Management",,https://freshflow.ai,,1700000,EUR,1841976,Seed,2,"Capnamic Ventures, World Fund","Capnamic Ventures, Dr. Alexander Mrozek, Felix Fiege, Jens Fiege, Julius Göllner, World Fund",6,2,"167,695"
Seed Round - eeden,https://www.crunchbase.com/funding_round/eeden-f6a1-seed--089b1232,eeden,https://www.crunchbase.com/organization/eeden-f6a1,Seed,"Münster, Nordrhein-Westfalen, Germany, Europe",,,,2022-06-22,Seed,,,,Yes,Cutting-edge recycling technology for textiles.,"Fashion, Manufacturing, Recycling, Textiles",,https://eeden.world/,Less than $1M,,,,Seed,1,TechVision Fund,"Born2Grow, HTGF | High-Tech Gruenderfonds, TechVision Fund",3,4,"148,870"
Seed Round - pickshare,https://www.crunchbase.com/funding_round/pickshare-seed--16e0765b,pickshare,https://www.crunchbase.com/organization/pickshare,Seed,"Dortmund, Nordrhein-Westfalen, Germany, Europe",,,,2022-08-02,Seed,,,,Yes,pickshare is a logistics platform for large retailers and brands.,"Consulting, Information Technology, Logistics",,https://pickshare.de/,$1M to $10M,,,,Seed,1,,"SeedCapital Dortmund, U VENTURES, Zufall Logistics Group",3,,"175,425"
Seed Round - Pathmonk,https://www.crunchbase.com/funding_round/pathmonk-seed--207c1215,Pathmonk,https://www.crunchbase.com/organization/pathmonk,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",1500000,EUR,1547707,2022-08-11,Seed,,,,Yes,"Pathmonk is an intelligent assistant for websites, to increase conversions and qualify leads.","Artificial Intelligence (AI), Software",,https://pathmonk.com,$1M to $10M,1700000,EUR,1770216,Seed,2,TechVision Fund,"Carsten Lebtig, TechVision Fund",2,1,"150,894"
Seed Round - cleverly.de,https://www.crunchbase.com/funding_round/cleverly-de-seed--8726306b,cleverly.de,https://www.crunchbase.com/organization/cleverly-de,Seed,"Berlin, Berlin, Germany, Europe",3000000,EUR,2948797,2022-09-29,Seed,,,,Yes,"cleverly is a B2B2C kids online coaching platform, empowering family's wellbeing by matching kids & teens with their perfect companion.","B2B, B2C, E-Learning, EdTech, Mental Health, SaaS",,https://cleverly.de/,,8600000,EUR,9073346,Seed,4,,"Capnamic Ventures, Feliks Eyser, Flixfounders, Verena Pausder",4,,"109,862"
Seed Round - HiPeople,https://www.crunchbase.com/funding_round/hipeople-seed--6e2eacd5,HiPeople,https://www.crunchbase.com/organization/hipeople,Seed,"Berlin, Berlin, Germany, Europe",2700000,USD,2700000,2022-10-20,Seed,,,,Yes,HiPeople makes hiring the best talent fast easy for everyone.,"B2B, Human Resources, Recruiting, SaaS, Software",,https://www.hipeople.io,Less than $1M,6800000,USD,6800000,Seed,3,,"Capnamic Ventures, Cherry Ventures, Mediahuis, Moonfire Ventures, New Forge",5,,"155,637"
Seed Round - Cedalo,https://www.crunchbase.com/funding_round/cedalo-seed--ecf62a98,Cedalo,https://www.crunchbase.com/organization/cedalo,Seed,"Freiburg, Baden-Wurttemberg, Germany, Europe",3000000,EUR,3409141,2022-02-17,Seed,,,,Yes,"Cedalo empowers non-programmers, to create and orchestrate data streams, microservices, and the digital industry.","Consumer Electronics, Electronics, Information Services, Information Technology, Software",,https://cedalo.com/,$1M to $10M,3000000,EUR,3409141,Seed,1,"Capnamic Ventures, LBBW VC","Capnamic Ventures, LBBW VC",2,4,"109,263"
Series A - JUMiNGO,https://www.crunchbase.com/funding_round/jumingo-series-a--33d535d4,JUMiNGO,https://www.crunchbase.com/organization/jumingo,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-06-01,Early Stage Venture,,,,Yes,JUMiNGO is as digital carrier your best shipping partner for worldwide and express shipments.,"E-Commerce, E-Commerce Platforms, Logistics, Price Comparison, Shipping, Transportation",,https://www.jumingo.com,,1000000,EUR,1076250,Early Stage Venture,2,,"Arno Nonnen, Equivia Partners, neoteq ventures, Ryan Hood, Tim Schumacher",5,2,"121,988"
Seed Round - catchHR,https://www.crunchbase.com/funding_round/catch-gmbh-seed--b02be0b0,catchHR,https://www.crunchbase.com/organization/catch-gmbh,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2022-08-25,Seed,,,,Yes,catchHR is a human resources software company that offers automated applicant research.,"Human Resources, Personal Development, Recruiting",,https://www.catch.hr,,,,,Seed,1,TechVision Fund,"Christian Greb, NRW.BANK, TechVision Fund",3,1,"122,805"
Venture Round - Realport,https://www.crunchbase.com/funding_round/realport-series-unknown--d025476b,Realport,https://www.crunchbase.com/organization/realport,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",5000000,EUR,4975119,2022-09-05,,,,,Yes,"RealPort offers investment management, financial, brokerage, advisory and consulting services.","Angel Investment, Financial Services, Management Consulting",,https://realport.co,Less than $1M,5000000,EUR,4975119,,1,Cusp Capital,Cusp Capital,1,,"128,107"
Seed Round - MARKT-PILOT,https://www.crunchbase.com/funding_round/markt-pilot-seed--a655d370,MARKT-PILOT,https://www.crunchbase.com/organization/markt-pilot,Seed,"Esslingen, Baden-Wurttemberg, Germany, Europe",6200000,EUR,6735894,2022-04-07,Seed,,,,Yes,MARKT-PILOT develops software to optimize machine manufacturers' spare parts business through market-driven pricing.,"Analytics, Machinery Manufacturing, SaaS, Software",,https://www.markt-pilot.com,$10M to $50M,49735894,USD,49735894,Early Stage Venture,2,Capnamic Ventures,Capnamic Ventures,1,,"207,387"
Series B - VMRay,https://www.crunchbase.com/funding_round/vmray-gmbh-series-b--b0db3d58,VMRay,https://www.crunchbase.com/organization/vmray-gmbh,Series B,"Bochum, Nordrhein-Westfalen, Germany, Europe",10500000,EUR,11143019,2022-12-19,Early Stage Venture,,,,Yes,"VMRay Analyzer is a breakthrough solution for dynamic analysis of advanced threats, including zero day and targeted attacks.","Cyber Security, Information Technology, Network Security",,https://www.vmray.com,$10M to $50M,35900000,EUR,40609814,Early Stage Venture,5,Tikehau Capital,"eCAPITAL ENTREPRENEURIAL PARTNERS, Gruenderfonds Ruhr, HTGF | High-Tech Gruenderfonds, NRW.BANK, Tikehau Capital",5,3,"221,508"
Seed Round - Fixably,https://www.crunchbase.com/funding_round/fixably-seed--52638b97,Fixably,https://www.crunchbase.com/organization/fixably,Seed,"Helsinki, Southern Finland, Finland, Europe",,,,2022-02-22,Seed,,,,Yes,Fixably is a Finland-based SaaS company that helps technicians and repair shops operate better.,"Application Performance Management, Innovation Management, SaaS, Software",,https://fixably.com/,$1M to $10M,10947228,USD,10947228,Seed,3,,"468 Capital, Cusp Capital, Icebreaker.vc",3,1,"568,966"
Seed Round - Hivebuy,https://www.crunchbase.com/funding_round/hivebuy-seed--fc8866f1,Hivebuy,https://www.crunchbase.com/organization/hivebuy,Seed,"Berlin, Berlin, Germany, Europe",1500000,EUR,1716247,2022-02-07,Seed,,,,Yes,Hivebuy assists small and medium-sized businesses in streamlining their internal purchasing and ordering processes.,"Business Development, Procurement, Small and Medium Businesses, Software",,https://hivebuy.de/,$1M to $10M,1500000,EUR,1716247,Seed,3,,Cusp Capital,1,,"575,685"
Series A - Hero Software,https://www.crunchbase.com/funding_round/hero-software-series-a--0136f713,Hero Software,https://www.crunchbase.com/organization/hero-software,Series A,"Hanover, Niedersachsen, Germany, Europe",8000000,EUR,8382757,2022-06-30,Early Stage Venture,,,,Yes,Hero Software offers cloud software solutions that help make office work more efficient than ever.,"Information Technology, Software",,https://hero-software.de/,$1M to $10M,48000000,EUR,52068764,M&A,2,Cusp Capital,"Cusp Capital, Martin Sinner, Philip Magoulas, Philipp Schormann, Reinhard Martens, Robert Gentz",6,1,"363,680"
Series A - brighter AI,https://www.crunchbase.com/funding_round/brighter-ai-technologies-series-a--ec9ef6e8,brighter AI,https://www.crunchbase.com/organization/brighter-ai-technologies,Series A,"Berlin, Berlin, Germany, Europe",,,,2022-06-30,Early Stage Venture,,,,Yes,Protect every identity in public.,"Artificial Intelligence (AI), Cyber Security, Information Technology, Machine Learning, Privacy",,https://www.brighter.ai/?crunchbase=yes,,650000,EUR,780063,,6,Armilar Venture Partners,"Armilar Venture Partners, eCAPITAL ENTREPRENEURIAL PARTNERS, Giesecke+Devrient Ventures",3,3,"331,188"
Venture Round - Quassar Capital,https://www.crunchbase.com/funding_round/quassar-capital-series-unknown--b66a175d,Quassar Capital,https://www.crunchbase.com/organization/quassar-capital,Venture - Series Unknown,"New York, New York, United States, North America",52741833,USD,52741833,2022-10-05,,50000000,USD,50000000,Yes,Leaders in asset management with a highly mathematical & quantitative approach.,"Asset Management, Finance, Financial Services",,https://www.f6s.com/quassarcapital/,,314668242,USD,314668242,,8,Citi,"Capnamic Ventures, Citi, Deutsche Bank, Domain Russia Investments, ICONIQ Capital, Russian Direct Investment Fund, Shunwei Capital, Tencent",8,,"639,397"
Seed Round - Numbat,https://www.crunchbase.com/funding_round/numbat-seed--c93dd06f,Numbat,https://www.crunchbase.com/organization/numbat,Seed,"Kempten, Bayern, Germany, Europe",,,,2022-07-28,Seed,,,,Yes,Numbat provides High-Power Charging station with an integrated battery storage.,"Clean Energy, Electric Vehicle, Energy Storage",,https://numbat.energy,,140000000,EUR,147758192,Seed,3,eCAPITAL ENTREPRENEURIAL PARTNERS,"Christoph Ostermann, eCAPITAL ENTREPRENEURIAL PARTNERS",2,1,"647,884"
Seed Round - Reverse.supply,https://www.crunchbase.com/funding_round/reverse-supply-seed--305ca3ff,Reverse.supply,https://www.crunchbase.com/organization/reverse-supply,Seed,"Berlin, Berlin, Germany, Europe",5000000,EUR,5549574,2022-03-17,Seed,,,,Yes,Reverse.supply developed a white label platform for re-commerce.,"B2B, E-Commerce, Logistics, Retail",,https://www.reverse.supply/,$1M to $10M,5000000,EUR,5549574,Seed,3,Capnamic Ventures,"Capnamic Ventures, DFF Ventures, Julia Bosch, Marcus Borner, PUSH VC",5,1,"388,019"
Seed Round - Dexory,https://www.crunchbase.com/funding_round/botsandus-ltd-seed--87e8882f,Dexory,https://www.crunchbase.com/organization/botsandus-ltd,Seed,"London, England, United Kingdom, Europe",13000000,USD,13000000,2022-06-23,Seed,,,,Yes,Dexory captures real-time insights of warehouse operations using fully autonomous robots and Artificial Intelligence.,"Artificial Intelligence (AI), Data Visualization, Logistics, Retail Technology, Warehouse Automation, Warehousing",,https://www.dexory.com/,$1M to $10M,117994387,USD,117994387,Early Stage Venture,10,Lakestar,"Capnamic Ventures, Kindred Capital, Lakestar, Maersk Growth",4,3,"349,950"
Pre Seed Round - Planted Green,https://www.crunchbase.com/funding_round/planted-green-pre-seed--2ffe800e,Planted Green,https://www.crunchbase.com/organization/planted-green,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1056484,2022-06-22,Seed,,,,Yes,"Our AI software offers full ESG management, from materiality analysis and carbon footprint to CSRD reports and biodiversity protection.","Organic, Renewable Energy, Sustainability",,https://www.planted.green/,$1M to $10M,6000000,EUR,6222504,Seed,3,neoteq ventures,"Friedrich A. Neuman, Jochen Berger, Johannes Sass, Julius Göllner, Lucas von Fürstenberg, neoteq ventures, Rivus Capital, Smart Infrastructure Ventures ('SIVentures')",8,1,"530,166"
Pre Seed Round - QuantPi,https://www.crunchbase.com/funding_round/quantpi-pre-seed--477e09bf,QuantPi,https://www.crunchbase.com/organization/quantpi,Pre-Seed,"Saarbrücken, Saarland, Germany, Europe",2500000,EUR,2434768,2022-10-07,Seed,,,,Yes,QuantPi creates automated and scalable solutions for AI model explainability and robustness auditing.,"Artificial Intelligence (AI), Machine Learning, Software",,https://www.quantpi.com/,,2500000,EUR,2434768,Seed,2,Capnamic Ventures,"Ash Fontana, Capnamic Ventures, First Momentum Ventures, Mirko Novakovic",4,1,"414,296"
Series A - Dryad Networks,https://www.crunchbase.com/funding_round/dryad-3351-series-a--868d978b,Dryad Networks,https://www.crunchbase.com/organization/dryad-3351,Series A,"Berlin, Berlin, Germany, Europe",10500000,EUR,10464932,2022-08-23,Early Stage Venture,,,,Yes,Dryad Networks offers early wildfire detection systems to prevent forest fires by continuously monitoring environmental conditions.,"Analytics, GreenTech, Information Technology, Internet of Things, Telecommunications",,http://www.dryad.net,$1M to $10M,25800000,EUR,27411917,,8,eCAPITAL ENTREPRENEURIAL PARTNERS,"Data Tech Fund, eCAPITAL ENTREPRENEURIAL PARTNERS, Kayak Ventures, Semtech, STIHL Ventures, TELUS Pollinator Fund for Good, Time Ventures, Toba Capital",8,4,"360,726"
Pre Seed Round - Voxalyze,https://www.crunchbase.com/funding_round/voxalyze-pre-seed--1675a7c6,Voxalyze,https://www.crunchbase.com/organization/voxalyze,Pre-Seed,"Berlin, Berlin, Germany, Europe",1200000,EUR,1263053,2022-05-03,Seed,,,,Yes,The Data Platform for Digital Audio Publishers - Automating Data Gathering & Analytics to enable Growth.,Analytics,,https://voxalyze.com/,$1M to $10M,1400000,EUR,1499883,Seed,2,,"Capnamic Ventures, Paul Müller, seed + speed Ventures",3,2,"429,767"
Series A - 35up,https://www.crunchbase.com/funding_round/35up-series-a--9e1c2a09,35up,https://www.crunchbase.com/organization/35up,Series A,"Berlin, Berlin, Germany, Europe",5000000,USD,5000000,2022-09-29,Early Stage Venture,,,,Yes,Bringing Embedded Cross-Selling into every online checkout.,"Artificial Intelligence (AI), E-Commerce, E-Commerce Platforms, Internet, Machine Learning, SaaS, Software",,https://35up.com,$100M to $500M,8300000,USD,8300000,Early Stage Venture,2,Capnamic Ventures,"Capnamic Ventures, coparion, DvH Ventures",3,4,"303,366"
Series A - 1Komma5°,https://www.crunchbase.com/funding_round/1komma5-series-a--c9af88f2,1Komma5°,https://www.crunchbase.com/organization/1komma5,Series A,"Hamburg, Hamburg, Germany, Europe",200000000,EUR,217540509,2022-04-11,Early Stage Venture,,,,Yes,1Komma5° is an electricity company offering free electricity to all electric vehicle owners financed through trading using GHG quotas.,"Manufacturing, Renewable Energy, Semiconductor",,https://www.1komma5grad.com,$500M to $1B,652500000,EUR,704057762,,8,"b2venture, eCAPITAL ENTREPRENEURIAL PARTNERS, Eurazeo, Porsche Ventures","b2venture, Blue Elephant Capital, eCAPITAL ENTREPRENEURIAL PARTNERS, Eurazeo, Haniel, Jan Klatten, kopa ventures, Porsche Ventures, Schürfeld Group",9,,"434,260"
Series A - Liefergrün,https://www.crunchbase.com/funding_round/liefergrün-series-a--d241c9ea,Liefergrün,https://www.crunchbase.com/organization/liefergrün,Series A,"Berlin, Berlin, Germany, Europe",12000000,EUR,11943602,2022-09-02,Early Stage Venture,,,,Yes,Liefergrün is a technology platform striving for the most convenient and sustainable delivery experience in e-commerce.,"E-Commerce, Logistics",,https://www.sendit.green/,,22000000,EUR,22864682,,5,eCAPITAL ENTREPRENEURIAL PARTNERS,"eCAPITAL ENTREPRENEURIAL PARTNERS, Norrsken VC, Speedinvest",3,2,"437,848"
Series A - Rencore,https://www.crunchbase.com/funding_round/rencore-series-a--bda5cb98,Rencore,https://www.crunchbase.com/organization/rencore,Series A,"Munich, Bayern, Germany, Europe",3750000,EUR,3955876,2022-05-17,Early Stage Venture,,,,Yes,"Rencore is a Cloud Collaboration Governance SaaS provider, helping organizations to stay in control of their Microsoft 365 cloud .","Cloud Management, Cloud Security, Compliance, Enterprise Applications, Information Technology, Risk Management, SaaS, Software",,https://rencore.com,$1M to $10M,14689201,USD,14689201,Seed,5,Capnamic Ventures,Capnamic Ventures,1,,"456,945"
Pre Seed Round - Synctive,https://www.crunchbase.com/funding_round/synctive-pre-seed--9c52c75f,Synctive,https://www.crunchbase.com/organization/synctive,Pre-Seed,"Bielefeld, Nordrhein-Westfalen, Germany, Europe",1500000,EUR,1610119,2022-05-31,Seed,,,,Yes,Synctive enables equipment-as-a-service and pay-per-use business models for machine and plant manufacturers.,"Machinery Manufacturing, Service Industry, Software",,https://synctive.de/,$1M to $10M,1500000,EUR,1610119,Seed,2,Capnamic Ventures,"Capnamic Ventures, Eric Ebert, Johannes Schaback, Just Beyer, Mücke Roth & Company, Oliver Roskopf, Robert Maier, Saarbruecker 21, Stephen Weich",9,2,"285,251"
Series A - Sharpist,https://www.crunchbase.com/funding_round/sharpist-series-a--6b84dbee,Sharpist,https://www.crunchbase.com/organization/sharpist,Series A,"Berlin, Berlin, Germany, Europe",20290000,EUR,23039905,2022-02-15,Early Stage Venture,,,,Yes,Sharpist is a digital coaching platform that offers leadership training and transformation projects.,"Consulting, Personal Development, Software, Training",,https://www.sharpist.com,$1B to $10B,28039905,USD,28039905,Early Stage Venture,4,"Capnamic Ventures, Endeit Capital","b2venture, Capnamic Ventures, Endeit Capital, Founders Future, Julien Codorniou, Porsche Ventures, Vorwerk Ventures",7,2,"292,222"
Seed Round - ONIQ,https://www.crunchbase.com/funding_round/oniq-seed--02045597,ONIQ,https://www.crunchbase.com/organization/oniq,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",3500000,EUR,3563291,2022-07-20,Seed,,,,Yes,Enabling next level productivity gains through digital lean manufacturing and end-to-end process transparency.,"Application Performance Management, Manufacturing, Predictive Analytics, SaaS, Software, Supply Chain Management",,https://www.oniq.com/,,3925000,EUR,4062413,Seed,2,TechVision Fund,"coparion, TechVision Fund",2,1,"295,267"
Series A - Circula,https://www.crunchbase.com/funding_round/circula-series-a--40e8d47d,Circula,https://www.crunchbase.com/organization/circula,Series A,"Berlin, Berlin, Germany, Europe",12000000,EUR,13475273,2022-01-31,Early Stage Venture,,,,Yes,Circula is an automated app to manage expenses and employee benefits such as meal vouchers that saves about 70% process costs in accounting.,"Financial Services, SaaS, Software, Travel",,https://www.circula.com/,$1B to $10B,16300000,EUR,18656246,Early Stage Venture,3,,"Alstin Capital, Capnamic Ventures, Neosfer, Peak, Storm Ventures, WENVEST Capital",6,5,"492,944"
Seed Round - LIBEEN Smart Housing,https://www.crunchbase.com/funding_round/libeen-smart-housing-seed--506401c3,LIBEEN Smart Housing,https://www.crunchbase.com/organization/libeen-smart-housing,Seed,"Madrid, Madrid, Spain, Europe",2500000,EUR,2724424,2022-04-06,Seed,,,,Yes,"LIBEEN is a rent-to-buy PropTech dedicated to making homeownership affordable, easy and flexible to all millennials!","Financial Services, FinTech, Property Management, PropTech, Real Estate, Real Estate Investment",,https://libeen.com/,,28008000,EUR,29052944,,5,Cusp Capital,Cusp Capital,1,1,"323,174"
