Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - ACCURE Battery Intelligence,https://www.crunchbase.com/funding_round/accure-battery-intelligence-series-a--ffd19a42,ACCURE Battery Intelligence,https://www.crunchbase.com/organization/accure-battery-intelligence,Series A,"Aachen, Nordrhein-Westfalen, Germany, Europe",8000000,USD,8000000,2021-09-08,Early Stage Venture,,,,Yes,ACCURE is an AI-powered battery analytics company.,"Analytics, Artificial Intelligence (AI), Battery, Energy, Energy Storage, Machine Learning, Predictive Analytics, Renewable Energy, Software",,https://accure.net,$500M to $1B,34494830,USD,34494830,Early Stage Venture,4,Blue Bear Capital,"42CAP, Blue Bear Capital, Capnamic Ventures",3,3,"162,850"
Series A - Sweepatic,https://www.crunchbase.com/funding_round/sweepatic-series-a--add25920,Sweepatic,https://www.crunchbase.com/organization/sweepatic,Series A,"Leuven, Vlaams-Brabant, Belgium, Europe",2800000,EUR,3256821,2021-10-19,Early Stage Venture,,,,Yes,Sweepatic is an external attack surface management (EASM) company that helps customers become cyber resilient.,"Asset Management, Cyber Security, Information Technology, Network Security",,https://www.sweepatic.com,$1M to $10M,4416181,USD,4416181,M&A,4,TIIN Capital,"eCAPITAL ENTREPRENEURIAL PARTNERS, PMV, TIIN Capital",3,3,"181,663"
Series A - Emergence Therapeutics,https://www.crunchbase.com/funding_round/emergence-therapeutics-series-a--4691b7d3,Emergence Therapeutics,https://www.crunchbase.com/organization/emergence-therapeutics,Series A,"Duisburg, Nordrhein-Westfalen, Germany, Europe",87000000,EUR,98075135,2021-12-07,Early Stage Venture,,,,Yes,Emergence is a biopharmaceutical company working on novel ADC immunotherapies for cancers with a high unmet need.,"Biotechnology, Fitness, Health Care, Wellness",,https://emergencetx.com/,$1M to $10M,87000000,EUR,98075135,M&A,1,Pontifax,"Bpifrance, Gruenderfonds Ruhr, Hadean Ventures, HTGF | High-Tech Gruenderfonds, Kurma Partners, NRW.BANK, OrbiMed, Pontifax, RA Capital Management, Surveyor Capital",10,9,"186,725"
Seed Round - SCALARA,https://www.crunchbase.com/funding_round/scalara-seed--1b128277,SCALARA,https://www.crunchbase.com/organization/scalara,Seed,"Brühl, Nordrhein-Westfalen, Germany, Europe",,,,2021-09-05,Seed,,,,Yes,SaaS for property managers,"Developer Platform, Enterprise Software, Transaction Processing",,https://www.scalara.de/,$1M to $10M,,,,Seed,1,neoteq ventures,neoteq ventures,1,,"212,071"
Series A - Nanoleq,https://www.crunchbase.com/funding_round/nanoleq-series-a--6f42d25f,Nanoleq,https://www.crunchbase.com/organization/nanoleq,Series A,"Rümlang, Zurich, Switzerland, Europe",11500000,CHF,12513275,2021-12-16,Early Stage Venture,,,,Yes,Nanoleq is a health-tech company that develops technologies for the textile industry to monitor vital signs and health.,"Health Care, Manufacturing, Textiles",,https://www.nanoleq.com/,$1M to $10M,16481087,USD,16481087,M&A,14,Capnamic Ventures,"Capnamic Ventures, DAA Capital Partners, Michael Halbherr, Oliver Pabst, Verve Ventures, Zürcher Kantonal Bank",6,3,"575,011"
Seed Round - PL BioScience,https://www.crunchbase.com/funding_round/pl-bioscience-seed--0a894bb8,PL BioScience,https://www.crunchbase.com/organization/pl-bioscience,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",3700000,EUR,4531942,2021-05-25,Seed,,,,Yes,We deliver advanced 2D and 3D cell culture solutions based on human Platelet Lysate,"Biotechnology, Health Care",,https://www.pl-bioscience.com/,$1M to $10M,11500000,EUR,13045646,Early Stage Venture,2,TechVision Fund,TechVision Fund,1,,"579,322"
Pre Seed Round - automaited,https://www.crunchbase.com/funding_round/aiconomix-pre-seed--aaecd1b1,automaited,https://www.crunchbase.com/organization/aiconomix,Pre-Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1224849,2021-05-25,Seed,,,,Yes,"World’s first general process AI that automatically automates any business process. Quick, easy, efficient.","Artificial Intelligence (AI), B2B, Software",,https://automaited.com/,,5000000,EUR,5426309,Seed,2,"TechVision Fund, Visionaries Club","TechVision Fund, Visionaries Club",2,2,"589,773"
Seed Round - HiPeople,https://www.crunchbase.com/funding_round/hipeople-seed--2805c770,HiPeople,https://www.crunchbase.com/organization/hipeople,Seed,"Berlin, Berlin, Germany, Europe",3000000,USD,3000000,2021-01-20,Seed,,,,Yes,HiPeople makes hiring the best talent fast easy for everyone.,"B2B, Human Resources, Recruiting, SaaS, Software",,https://www.hipeople.io,Less than $1M,6800000,USD,6800000,Seed,3,Moonfire Ventures,"Capnamic Ventures, Cherry Ventures, Moonfire Ventures",3,1,"598,769"
Seed Round - Circula,https://www.crunchbase.com/funding_round/circula-seed--121ec712,Circula,https://www.crunchbase.com/organization/circula,Seed,"Berlin, Berlin, Germany, Europe",4300000,EUR,5180973,2021-02-05,Seed,,,,Yes,Circula is an automated app to manage expenses and employee benefits such as meal vouchers that saves about 70% process costs in accounting.,"Financial Services, SaaS, Software, Travel",,https://www.circula.com/,$1B to $10B,16300000,EUR,18656246,Early Stage Venture,3,,"Capnamic Ventures, Neosfer, WENVEST Capital",3,2,"635,058"
Series D - Staffbase,https://www.crunchbase.com/funding_round/staffbase-series-d--2f2e5a60,Staffbase,https://www.crunchbase.com/organization/staffbase,Series D,"Chemnitz, Sachsen, Germany, Europe",122000000,EUR,143577552,2021-03-29,Late Stage Venture,,,,Yes,"Staffbase Communications Cloud provides companies with a complete platform to develop, deliver, and measure communications that inspire.","Enterprise Software, Mobile Apps, SaaS, Software",,https://staffbase.com,$100M to $500M,305827764,USD,305827764,Late Stage Venture,7,General Atlantic,"Capnamic Ventures, General Atlantic, Headline, Insight Partners, KIZOO Technology Capital",5,8,"677,420"
Seed Round - cofenster,https://www.crunchbase.com/funding_round/cofenster-seed--60ed503d,cofenster,https://www.crunchbase.com/organization/cofenster,Seed,"Hamburg, Hamburg, Germany, Europe",1500000,EUR,1795117,2021-02-04,Seed,,,,Yes,cofenster is a video software company that enables to quickly and easily create videos in-house.,"Software, Video, Video on Demand",,https://www.cofenster.com/,$1M to $10M,9500000,EUR,10923921,Early Stage Venture,2,Capnamic Ventures,"Capnamic Ventures, Kinled Holding",2,,"342,684"
Series C - parcelLab Inc.,https://www.crunchbase.com/funding_round/parcellab-gmbh-series-c--73bf1a61,parcelLab Inc.,https://www.crunchbase.com/organization/parcellab-gmbh,Series C,"Boston, Massachusetts, United States, North America",112000000,USD,112000000,2021-05-11,Late Stage Venture,,,,Yes,parcelLab is an Operations Experience Management platform that transforms complex data into intelligent solutions.,"Delivery, Logistics, SaaS, Shipping, Software",,https://parcellab.com/,$1M to $10M,112055104,USD,112055104,Late Stage Venture,6,Insight Partners,"Capnamic Ventures, coparion, Endeit Capital, Insight Partners",4,2,"400,167"
Series A - aifora,https://www.crunchbase.com/funding_round/aifora-series-a--54ccad7c,aifora,https://www.crunchbase.com/organization/aifora,Series A,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",7000000,EUR,8510421,2021-05-17,Early Stage Venture,,,,Yes,"aifora offers powerful SaaS solutions for more accurate and targeted pricing, promotions and merchandise flow for brands and retailers.","Artificial Intelligence (AI), B2B, Big Data, Machine Learning, Predictive Analytics, Retail Technology, SaaS",,https://www.aifora.com/,$1M to $10M,10000000,EUR,11940968,M&A,2,,"Capnamic Ventures, New Forge, NRW.BANK",3,,"402,419"
Series C - ZAGENO,https://www.crunchbase.com/funding_round/zageno-series-c--deb9337f,ZAGENO,https://www.crunchbase.com/organization/zageno,Series C,"Cambridge, Massachusetts, United States, North America",60000000,USD,60000000,2021-11-16,Late Stage Venture,,,,Yes,ZAGENO is an enterprise marketplace solution that connects e-commerce to life science.,"Biotechnology, E-Commerce, Internet, Marketplace, Retail",,https://zageno.com,$1M to $10M,121000000,USD,121000000,,5,General Catalyst,"Capnamic Ventures, General Catalyst, Grazia Equity, HighSage Ventures",4,2,"547,954"
Private Equity Round - Jedox,https://www.crunchbase.com/funding_round/jedox-private-equity--53896ee5,Jedox,https://www.crunchbase.com/organization/jedox,Private Equity,"Freiburg, Baden-Wurttemberg, Germany, Europe",100000000,USD,100000000,2021-01-12,Private Equity,,,,Yes,"Jedox simplifies planning, analysis, and reporting with an integrated, cloud-based software solution.","Analytics, Cloud Computing, Enterprise Software, SaaS, Software",,http://www.jedox.com,$50M to $100M,140603952,USD,140603952,Private Equity,6,Insight Partners,"eCAPITAL ENTREPRENEURIAL PARTNERS, Insight Partners, IRIS, Wecken & Cie.",4,3,"254,817"
Series A - Workpath,https://www.crunchbase.com/funding_round/workpath-series-a--2c868f04,Workpath,https://www.crunchbase.com/organization/workpath,Series A,"München, Bayern, Germany, Europe",10500000,EUR,12414356,2021-09-09,Early Stage Venture,,,,Yes,Workpath is enabling enterprises to get faster from strategic goals to business results.,"Information Technology, SaaS",,https://www.workpath.com,$1M to $10M,10500000,EUR,12414356,Early Stage Venture,4,Capnamic Ventures,"Capnamic Ventures, HTGF | High-Tech Gruenderfonds, IRIS, Signals Venture Capital",4,4,"439,519"
Series A - Abalos Therapeutics,https://www.crunchbase.com/funding_round/abalos-therapeutics-series-a--3a61a709,Abalos Therapeutics,https://www.crunchbase.com/organization/abalos-therapeutics,Series A,"Essen, Nordrhein-Westfalen, Germany, Europe",31000000,EUR,35930240,2021-10-14,Early Stage Venture,,,,Yes,"Abalos Therapeutics is an Essen, Germany-based developer of novel immuno-virotherapies against cancer.",Biotechnology,,https://abalos-tx.com/,$1M to $10M,43000000,EUR,49170436,Early Stage Venture,2,Seventure Partners,"Boehringer Ingelheim Venture Fund, coparion, Gruenderfonds Ruhr, HTGF | High-Tech Gruenderfonds, Hx Bio Ventures, NRW.BANK, Seventure Partners, Ventura BioMed Investors",8,3,"505,039"
Series A - Exein,https://www.crunchbase.com/funding_round/exein-series-a--03232604,Exein,https://www.crunchbase.com/organization/exein,Series A,"Roma, Lazio, Italy, Europe",6000000,EUR,7012369,2021-09-22,Early Stage Venture,,,,Yes,Exein is a firmware-focused cybersecurity startup that develops an open-source IoT security framework.,"Cyber Security, Information Technology, Internet of Things, Network Security, Software",,https://www.exein.io,$1B to $10B,23000000,EUR,25668223,Early Stage Venture,3,"eCAPITAL ENTREPRENEURIAL PARTNERS, Future Industry Ventures, Redstone.VC","eCAPITAL ENTREPRENEURIAL PARTNERS, Future Industry Ventures, Redstone.VC, United Ventures",4,3,"265,440"
Series B - Capmo,https://www.crunchbase.com/funding_round/capmo-series-b--9494f3c1,Capmo,https://www.crunchbase.com/organization/capmo,Series B,"Munich, Bayern, Germany, Europe",26000000,EUR,30557462,2021-08-24,Early Stage Venture,,,,Yes,Capmo is developing construction management platform to make the hard things in construction feel easy.,"Architecture, Civil Engineering, Construction, Information Technology, Project Management, Real Estate, SaaS, Software",,https://www.capmo.com,$1M to $10M,32800000,EUR,38118642,Early Stage Venture,3,Bessemer Venture Partners,"Bessemer Venture Partners, Capnamic Ventures, UVC Partners",3,1,"473,161"
Seed Round - Tenzir,https://www.crunchbase.com/funding_round/tenzir-seed--8ca672a1,Tenzir,https://www.crunchbase.com/organization/tenzir,Seed,"Hamburg, Hamburg, Germany, Europe",2500000,EUR,2821374,2021-12-13,Seed,,,,Yes,Tenzir is the open-source platform for security teams to build powerful security data pipelines using simple plug-and-play building blocks.,"Information Technology, Network Security",,https://tenzir.com/,,3500000,EUR,3959773,Seed,3,eCAPITAL ENTREPRENEURIAL PARTNERS,eCAPITAL ENTREPRENEURIAL PARTNERS,1,,"475,431"
Seed Round - Dr. SAM,https://www.crunchbase.com/funding_round/dr-sam-dein-online-tierarzt-seed--acc72f74,Dr. SAM,https://www.crunchbase.com/organization/dr-sam-dein-online-tierarzt,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",,,,2021-08-02,Seed,,,,Yes,Dr. SAM connects the user with experienced veterinarians for a digital consultation.,Veterinary,,https://www.drsam.de,$1M to $10M,,,,Seed,3,TechVision Fund,TechVision Fund,1,,"481,538"
Seed Round - CUREosity,https://www.crunchbase.com/funding_round/cureosity-seed--490ed9d4,CUREosity,https://www.crunchbase.com/organization/cureosity,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",3500000,EUR,4058776,2021-10-26,Seed,,,,Yes,CUREosity is a Med-Tech company that provides VR-based therapy-solutions on a SaaS business model,"Health Care, Medical, Medical Device, SaaS, Software, Therapeutics, Virtual Reality",,https://www.cureosity.de/,$1M to $10M,8400000,EUR,9365516,Seed,3,TechVision Fund,TechVision Fund,1,,"307,649"
