Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - bezahl.de,https://www.crunchbase.com/funding_round/bezahl-seed--128bef89,bezahl.de,https://www.crunchbase.com/organization/bezahl,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",5000000,EUR,5717775,2022-02-03,Seed,,,,Yes,NX Technologies provides digital and automated payment management and solutions.,"Financial Services, Mobile Payments, Payments",,https://www.bezahl.de,$10M to $50M,38000000,EUR,41384068,Early Stage Venture,3,,"Marco Schnabl, Michael Hock, Motive Ventures, Wessel Management",4,,"219,899"
Seed Round - GründerGeist,https://www.crunchbase.com/funding_round/gründergeist-seed--4127483e,GründerGeist,https://www.crunchbase.com/organization/gründergeist,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",5000000,EUR,5471447,2022-03-14,Seed,,,,Yes,GründerGeist builds an operating system for SMEs and startups.,"Apps, Software, Web Design",,https://www.gruendergeist.com,,5000000,EUR,5471447,Seed,1,,,,,"166,604"
Seed Round - how.fm,https://www.crunchbase.com/funding_round/soundreply-seed--9cb65385,how.fm,https://www.crunchbase.com/organization/soundreply,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",5000000,EUR,5366350,2022-05-26,Seed,,,,Yes,how.fm is a manual worker training and performance support platform,"Information Technology, Software",,http://www.how.fm,$1M to $10M,8166350,USD,8166350,Seed,2,Join Capital,"Andrej Henkler, Capnamic Ventures, Christopher North, François Nuyts, Join Capital, Kindred Capital, Leblon Capital, Michael Wax",8,3,"59,182"
Series A - K Line Europe,https://www.crunchbase.com/funding_round/k-line-europe-series-a--23516ae0,K Line Europe,https://www.crunchbase.com/organization/k-line-europe,Series A,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",5300000,EUR,5253288,2022-10-05,Early Stage Venture,,,,Yes,K Line Europe is a medical equipment manufacturing company that provides and distributes aligners.,"Manufacturing, Medical, Medical Device, Plastics and Rubber Manufacturing, Wholesale",,https://www.kline-europe.com/,$1M to $10M,5300000,EUR,5253288,Early Stage Venture,1,Maki.vc,Maki.vc,1,1,"149,523"
Seed Round - Steadybit,https://www.crunchbase.com/funding_round/steadybit-seed--6bb160bc,Steadybit,https://www.crunchbase.com/organization/steadybit,Seed,"Solingen, Nordrhein-Westfalen, Germany, Europe",5000000,USD,5000000,2022-09-22,Seed,,,,Yes,"Steadybit goes beyond Chaos Engineering. Organizations from eCommerce, SaaS, financial services and global enterprises choose Steadybit.","PaaS, SaaS, Software",,https://www.steadybit.com/,,13800000,USD,13800000,Early Stage Venture,3,boldstart ventures,"Ameet Patel, Angular Ventures, boldstart ventures, codecentric Assets, David Mytton, Grant Miller, New Forge, Patrick Peterson",8,5,"142,167"
Series A - O.C. Hairsystems,https://www.crunchbase.com/funding_round/o-c-hairsystems-series-a--b2b35b7b,O.C. Hairsystems,https://www.crunchbase.com/organization/o-c-hairsystems,Series A,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",5000000,EUR,4914662,2022-09-29,Early Stage Venture,,,,Yes,O.C. Hairsystems offer hair replacement solutions for men.,"Beauty, Cosmetics, Health Care, Wellness",,https://oc-hairsystems.com/,$1M to $10M,5000000,EUR,4914662,Early Stage Venture,2,"Bitburger Ventures, FO Holding","Bitburger Ventures, FO Holding, IWG Holding",3,1,"130,329"
Seed Round - tl;dv,https://www.crunchbase.com/funding_round/tl-dv-seed--c56f87da,tl;dv,https://www.crunchbase.com/organization/tl-dv,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",4300000,EUR,4534994,2022-06-16,Seed,,,,Yes,Join fewer & host leaner live meetings. Catch up on meetings in minutes.,"Artificial Intelligence (AI), Meeting Software, Recruiting, Software",,http://www.tldv.io/,$1M to $10M,4300000,EUR,4534994,Seed,2,K Fund,"another.vc, K Fund, MSM, Oscar Pierre, Seedcamp, Shilling",6,1,"118,428"
Seed Round - automaited,https://www.crunchbase.com/funding_round/aiconomix-seed--1cc4ccf7,automaited,https://www.crunchbase.com/organization/aiconomix,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",4000000,EUR,4201460,2022-04-28,Seed,,,,Yes,"World’s first general process AI that automatically automates any business process. Quick, easy, efficient.","Artificial Intelligence (AI), B2B, Software",,https://automaited.com/,,5000000,EUR,5426309,Seed,2,,"Headline, Northzone, TechVision Fund, Visionaries Club",4,2,"130,203"
Seed Round - ONIQ,https://www.crunchbase.com/funding_round/oniq-seed--02045597,ONIQ,https://www.crunchbase.com/organization/oniq,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",3500000,EUR,3563291,2022-07-20,Seed,,,,Yes,Enabling next level productivity gains through digital lean manufacturing and end-to-end process transparency.,"Application Performance Management, Manufacturing, Predictive Analytics, SaaS, Software, Supply Chain Management",,https://www.oniq.com/,,3925000,EUR,4062413,Seed,2,TechVision Fund,"coparion, TechVision Fund",2,1,"295,267"
Seed Round - Cylib,https://www.crunchbase.com/funding_round/cylib-gmbh-seed--79985be5,Cylib,https://www.crunchbase.com/organization/cylib-gmbh,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",3600000,EUR,3499739,2022-10-14,Seed,,,,Yes,Cylib is a start-up for holistic battery recycling,"Battery, Chemical Engineering, CleanTech",,https://www.cylib.de/,$1M to $10M,66600000,EUR,71939011,Early Stage Venture,4,Vsquared Ventures,"Kai Hansen, Karim Tabet Jalbout, Lawrence Leuschner, Leopold König, Maximilian Odendahl, Speedinvest, Torge Thönnessen, Vsquared Ventures",8,2,"354,682"
Seed Round - LiSA,https://www.crunchbase.com/funding_round/lisa-live-stream-shopping-seed--2d8f8dd5,LiSA,https://www.crunchbase.com/organization/lisa-live-stream-shopping,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",2700000,EUR,2747938,2022-08-17,Seed,,,,Yes,"LiSA is a SaaS start-up the most joyful, seamless and scalable live shopping experiences to e-retailers and marketplaces across the globe.","E-Commerce, E-Commerce Platforms, Marketplace, Retail, Retail Technology, Shopping, Social Shopping, Software, Video Streaming",,https://hello-lisa.com,Less than $1M,2700000,EUR,2747938,Seed,1,TechVision Fund,"Georgina Smallwood, TechVision Fund, Venrex",3,1,"52,510"
Seed Round - Babiot,https://www.crunchbase.com/funding_round/babiot-seed--ead3b24c,Babiot,https://www.crunchbase.com/organization/babiot,Seed,"Essen, Nordrhein-Westfalen, Germany, Europe",2000000,EUR,2039672,2022-08-08,Seed,,,,Yes,Babiot develops electronics online tools to access control and tracking systems.,"Electronics, Information Technology, IT Management, Location Based Services, Software",,https://babiot.com/,,2000000,EUR,2039672,Seed,1,,"Gulbin Coruh, Hicham Hanjik, ONUR BAYINDIR",3,,"140,426"
Seed Round - Dermanostic,https://www.crunchbase.com/funding_round/dermanostic-seed--2915c784,Dermanostic,https://www.crunchbase.com/organization/dermanostic,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",2000000,USD,2000000,2022-01-11,Seed,,,,Yes,Dermanostic is an online dermatologist app that offers dermatological treatment available to everyone.,"Apps, Health Care, Medical, Telehealth, Wellness",,https://dermanostic.com/en,Less than $1M,2000000,USD,2000000,Seed,3,,Beiersdorf,1,,"56,073"
Seed Round - Kraftling,https://www.crunchbase.com/funding_round/kraftling-seed--f2faeb61,Kraftling,https://www.crunchbase.com/organization/kraftling,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1800000,EUR,1947894,2022-04-14,Seed,,,,Yes,Kraftling engages in the production and supply of ready-to-consume snacks and drinks.,"Food and Beverage, Food Processing, Manufacturing, Snack Food",,https://kraftlinge.com/,Less than $1M,1800000,EUR,1947894,Seed,1,,G-FUND,1,,"174,726"
Seed Round - niostem,https://www.crunchbase.com/funding_round/mane-biotech-seed--a66a8ae7,niostem,https://www.crunchbase.com/organization/mane-biotech,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1700000,EUR,1925846,2022-01-18,Seed,,,,Yes,Unlocking the body's regenerative potential to grow hair,"B2C, Consumer, Consumer Software, Hardware, Intelligent Systems, Life Science",,https://www.niostem.com/,$1M to $10M,1790000,EUR,2025012,Seed,2,Brightlands Venture Partners,Brightlands Venture Partners,1,,"113,954"
Seed Round - Prematch,https://www.crunchbase.com/funding_round/prematch-seed--7691a5e8,Prematch,https://www.crunchbase.com/organization/prematch,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",1700000,EUR,1777808,2022-06-15,Seed,,,,Yes,Prematch is building the #1 platform for grassroots football.,"Mobile, Natural Language Processing, Soccer",,https://www.prematchapp.de/?r=0,$1M to $10M,4100000,EUR,4420345,Seed,4,,"Daniel Delonga, Felix Krause, Florian Fritsche, Hannes Winzer, Jörg Kattner, Marcus Erken, Ralf Reichert, Thorsten Wirth",8,,"328,218"
Seed Round - Evy Solutions,https://www.crunchbase.com/funding_round/evy-solutions-seed--55468cbf,Evy Solutions,https://www.crunchbase.com/organization/evy-solutions,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",1600000,EUR,1684929,2022-06-21,Seed,,,,Yes,Evy Solutions is an artificial intelligence-based document processing and process automation platform.,"Cloud Computing, Document Management, Information Technology, Management Consulting, Software",,https://evy-solutions.de/,$1M to $10M,1600000,EUR,1684929,Seed,1,,,,,"173,478"
Seed Round - Pathmonk,https://www.crunchbase.com/funding_round/pathmonk-seed--207c1215,Pathmonk,https://www.crunchbase.com/organization/pathmonk,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",1500000,EUR,1547707,2022-08-11,Seed,,,,Yes,"Pathmonk is an intelligent assistant for websites, to increase conversions and qualify leads.","Artificial Intelligence (AI), Software",,https://pathmonk.com,$1M to $10M,1700000,EUR,1770216,Seed,2,TechVision Fund,"Carsten Lebtig, TechVision Fund",2,1,"150,894"
Pre Seed Round - PyroCCS,https://www.crunchbase.com/funding_round/pyroccs-pre-seed--90c43e79,PyroCCS,https://www.crunchbase.com/organization/pyroccs,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1500000,USD,1500000,2022-12-01,Seed,,,,Yes,High-Quality Biochar Carbon Dioxide Removal in the Global South,"Environmental Consulting, Environmental Engineering, Industrial, Information Technology, Machinery Manufacturing, SaaS",,https://www.pyroccs.com,,1520000,USD,1520000,Seed,2,,,,,"127,831"
Seed Round - consalio,https://www.crunchbase.com/funding_round/consalio-seed--b5ed480e,consalio,https://www.crunchbase.com/organization/consalio,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",1200000,EUR,1203642,2022-07-12,Seed,,,,Yes,consalio is an advisor spend management solution company.,"Information Technology, Software",,https://consalio.com/,$1M to $10M,2400000,EUR,2525350,Seed,2,SaaSgarage,"Mark Oliver, Mike G, Nicolas Peters, Peter Kessler, Philipp Moehring, SaaSgarage",6,1,"494,727"
Pre Seed Round - Hortiya,https://www.crunchbase.com/funding_round/hortiya-pre-seed--c0cc5efd,Hortiya,https://www.crunchbase.com/organization/hortiya,Pre-Seed,"Duisburg, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1104850,2022-04-01,Seed,,,,Yes,IT Services and IT Consulting,"Agriculture, AgTech, Artificial Intelligence (AI), B2B, Energy, GreenTech, Information Technology, Internet of Things, Software",,https://www.hortiya.com/,$1M to $10M,1000000,EUR,1104850,Seed,1,,,,,"151,458"
Seed Round - Scooper Energy,https://www.crunchbase.com/funding_round/scooper-energy-seed--2b0c1df0,Scooper Energy,https://www.crunchbase.com/organization/scooper-energy,Seed,"Neuss, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1062094,2022-05-04,Seed,,,,Yes,"Scooper Energy provides energy pouches for gamers, nightlife enthusiasts, athletes, and students.","Dietary Supplements, Energy, Medical, Wellness",,https://scooper.energy/,$1M to $10M,1212094,USD,1212094,Seed,2,,,,,"175,442"
Pre Seed Round - Planted Green,https://www.crunchbase.com/funding_round/planted-green-pre-seed--2ffe800e,Planted Green,https://www.crunchbase.com/organization/planted-green,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1056484,2022-06-22,Seed,,,,Yes,"Our AI software offers full ESG management, from materiality analysis and carbon footprint to CSRD reports and biodiversity protection.","Organic, Renewable Energy, Sustainability",,https://www.planted.green/,$1M to $10M,6000000,EUR,6222504,Seed,3,neoteq ventures,"Friedrich A. Neuman, Jochen Berger, Johannes Sass, Julius Göllner, Lucas von Fürstenberg, neoteq ventures, Rivus Capital, Smart Infrastructure Ventures ('SIVentures')",8,1,"530,166"
Seed Round - Getpaid,https://www.crunchbase.com/funding_round/getpaid-928b-seed--6de9447e,Getpaid,https://www.crunchbase.com/organization/getpaid-928b,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1018674,2022-07-08,Seed,,,,Yes,Getpaid is a payfac-as-a-service provider.,Payments,,https://getpaid.io/,$1M to $10M,6700000,EUR,7030178,Seed,2,,Picus Capital,1,1,"306,674"
Pre Seed Round - Ordio,https://www.crunchbase.com/funding_round/ordio-pre-seed--0fc24470,Ordio,https://www.crunchbase.com/organization/ordio,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1017755,2022-08-17,Seed,,,,Yes,Deskless Workforce Management,"Apps, Food and Beverage, Information Technology, Marketing, Mobile Apps, Restaurants, Software, Supply Chain Management",,https://www.ordio.com,,3900000,EUR,4158367,Seed,2,,"Alexander Luik, allygatr, Elmar Broscheit, Fabian Deventer, Käfer Capital, Nicolas Gabrysch, Nils Wilde, Tiny VC",8,,"35,386"
Pre Seed Round - Stylique,https://www.crunchbase.com/funding_round/stylique-d955-pre-seed--349eedfe,Stylique,https://www.crunchbase.com/organization/stylique-d955,Pre-Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",620000,EUR,609418,2022-09-29,Seed,5200000,EUR,5111248,Yes,Stylique operates as an interior design platform that connects relevant B2B partners directly with each other and with customers.,"B2B, B2C, Brand Marketing, Communities, Construction, Home Improvement, Home Renovation, Interior Design, Multi-level Marketing",,https://stylique.de/,,1621000,EUR,1762728,Seed,4,,Lakeside Invest & Consult,1,,"598,827"
Seed Round - foodforecast,https://www.crunchbase.com/funding_round/foodforecast-seed--f4c33417,foodforecast,https://www.crunchbase.com/organization/foodforecast,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",500000,EUR,528242,2022-06-22,Seed,,,,Yes,IT Software using Artificial Intelligence,"Artificial Intelligence (AI), Bakery, Food and Beverage, Machine Learning, Restaurants, Software",,https://foodforecast.com,,3500000,EUR,3869230,Seed,2,,,,,"334,922"
Seed Round - icho systems,https://www.crunchbase.com/funding_round/icho-systems-gmbh-seed--ee8f8e50,icho systems,https://www.crunchbase.com/organization/icho-systems-gmbh,Seed,"Duisburg, Nordrhein-Westfalen, Germany, Europe",505000,USD,505000,2022-07-01,Seed,,,,Yes,Smart therapy system for treating cognitive diseases.,"Health Care, Medical Device",,https://icho-systems.de/,,2778877,USD,2778877,Seed,5,Capacura,"Capacura, NRW.BANK",2,,"180,030"
Pre Seed Round - Stylique,https://www.crunchbase.com/funding_round/stylique-d955-pre-seed--a2fe505d,Stylique,https://www.crunchbase.com/organization/stylique-d955,Pre-Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",400000,EUR,454640,2022-01-11,Seed,4000000,EUR,4546400,Yes,Stylique operates as an interior design platform that connects relevant B2B partners directly with each other and with customers.,"B2B, B2C, Brand Marketing, Communities, Construction, Home Improvement, Home Renovation, Interior Design, Multi-level Marketing",,https://stylique.de/,,1621000,EUR,1762728,Seed,4,,Lakeside Invest & Consult,1,,"419,571"
Series A - Sugartrends,https://www.crunchbase.com/funding_round/sugartrends-series-a--3205901a,Sugartrends,https://www.crunchbase.com/organization/sugartrends,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",250000,USD,250000,2022-09-10,Early Stage Venture,,,,Yes,Sugartrends is an online marketplace.,"E-Commerce, Fashion, Marketplace",,http://www.sugartrends.com,Less than $1M,4471554,USD,4471554,Early Stage Venture,9,,Newchip Accelerator,1,,"165,434"
Seed Round - AVAILY,https://www.crunchbase.com/funding_round/availy-seed--97552f9b,AVAILY,https://www.crunchbase.com/organization/availy,Seed,"Duisburg, Nordrhein-Westfalen, Germany, Europe",200000,EUR,225466,2022-02-01,Seed,,,,Yes,AVAILY is a sustainable platform that enables the realization of all New Work concepts.,"Information Technology, PaaS, PropTech, Real Estate, SaaS, Software",,https://availy.de,,250000,EUR,283436,Seed,2,smart innovators,smart innovators,1,,"109,194"
Pre Seed Round - Lupiter,https://www.crunchbase.com/funding_round/lupiter-pre-seed--562418aa,Lupiter,https://www.crunchbase.com/organization/lupiter,Pre-Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",200000,EUR,217002,2022-04-20,Seed,,,,Yes,We help brands to pioneer Messenger Marketing by using WhatsApp.,Software,,https://www.lupiter.com/,Less than $1M,400000,EUR,462152,Seed,2,Julian Beckmann,"Julian Beckmann, Lennart Beckmann",2,,"579,673"
Pre Seed Round - Coachinho,https://www.crunchbase.com/funding_round/coachinho-pre-seed--685b58b5,Coachinho,https://www.crunchbase.com/organization/coachinho,Pre-Seed,"Bonn, Nordrhein-Westfalen, Germany, Europe",200000,EUR,208582,2022-07-01,Seed,,,,Yes,Our interactive Learning Game App provides digital Training with Soccer Pro's based on AI - real-time feedback based on Pros' motion data.,"Artificial Intelligence (AI), Computer Vision, E-Learning, Education, eSports, Gaming, Soccer, Sports, Video on Demand",,https://coachinho.tv,,400000,EUR,445498,Seed,2,NRW.BANK,NRW.BANK,1,,"173,034"
Pre Seed Round - MHSP Global Solutions,https://www.crunchbase.com/funding_round/mhsp-global-solutions-pre-seed--8574a0b5,MHSP Global Solutions,https://www.crunchbase.com/organization/mhsp-global-solutions,Pre-Seed,"Essen, Nordrhein-Westfalen, Germany, Europe",125000,EUR,137867,2022-03-22,Seed,500000,EUR,551469,Yes,"We provide world-class tech teams and solutions by sourcing, upskilling and enabling talent.","Outsourcing, Product Management, Software",,https://mhsp.global,,125000,EUR,137867,Seed,1,Dr. Tobias Fries,"Dr. Tobias Fries, MHSP Ventures",2,,"147,831"
Pre Seed Round - Geany,https://www.crunchbase.com/funding_round/geany-pre-seed--d98fcfac,Geany,https://www.crunchbase.com/organization/geany,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",190000,AUD,132123,2022-05-09,Seed,,,,Yes,Geany is a text editor using the GTK+ toolkit with basic features of an integrated development environment.,"Desktop Apps, Developer Tools, Project Management, Software",,https://www.geany.org,,190000,AUD,132123,Seed,1,Antler,Antler,1,,"135,617"
Seed Round - ECO2GROW,https://www.crunchbase.com/funding_round/eco2grow-seed--22ed104d,ECO2GROW,https://www.crunchbase.com/organization/eco2grow,Seed,"Bonn, Nordrhein-Westfalen, Germany, Europe",120000,USD,120000,2022-04-04,Seed,,,,Yes,ECO2GROW is a B2B energy renewable energy company that helps industrial SMEs master the renewable energy age.,"Energy, Energy Management, GreenTech",,https://en.eco2grow.com,,4496200,USD,4496200,Seed,2,Techstars,Techstars,1,,"672,535"
