Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Neotiv,https://www.crunchbase.com/funding_round/neotiv-seed--240c6646,Neotiv,https://www.crunchbase.com/organization/neotiv,Seed,"Magdeburg, Sachsen-Anhalt, Germany, Europe",10000000,EUR,10019367,2022-11-09,Seed,,,,Yes,Neotiv develops digital solutions for the early detection and follow-up of memory problems.,"Biotechnology, Therapeutics",,https://www.neotiv.com/,$1M to $10M,10000000,EUR,10019367,Seed,3,"bmp Ventures, Capricorn Partners, HTGF | High-Tech Gruenderfonds","bmp Ventures, Capricorn Partners, Convergence Partners AG, HTGF | High-Tech Gruenderfonds, RSJ Investments SICAV a.s., Vega Ventures",6,1,"63,781"
Series B - Resolve BioSciences,https://www.crunchbase.com/funding_round/resolve-biosciences-series-b--88998e23,Resolve BioSciences,https://www.crunchbase.com/organization/resolve-biosciences,Series B,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",71000000,USD,71000000,2022-10-24,Early Stage Venture,,,,Yes,Resolve Biosciences is a biotechnology research company for molecular cartography.,"Biotechnology, Genetics, Health Care, Life Science, Medical",,https://resolvebiosciences.com/,,95000000,USD,95000000,Early Stage Venture,2,Patient Square Capital,"Alafi Capital, EDBI, HTGF | High-Tech Gruenderfonds, John Shoffner, NRW.BANK, Patient Square Capital, PS Capital",7,1,"63,897"
Venture Round - ArtNight GmbH,https://www.crunchbase.com/funding_round/artnight-gmbh-series-unknown--97624eb4,ArtNight GmbH,https://www.crunchbase.com/organization/artnight-gmbh,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2022-04-21,,,,,Yes,ArtNight GmbH offers unique do-it-yourself art workshops.,"Art, E-Commerce",,https://www.artnight.com/,,,,,,4,,"Acton Capital, IBB Ventures, Monkfish Equity, STS Ventures",4,,"64,940"
Seed Round - Agriportance,https://www.crunchbase.com/funding_round/agriportance-seed--e92e0dbc,Agriportance,https://www.crunchbase.com/organization/agriportance,Seed,"Münster, Nordrhein-Westfalen, Germany, Europe",,,,2022-12-15,Seed,,,,Yes,"SaaS for EU energy certs and trading, Agriportance drives renewables market","Energy, Enterprise Resource Planning (ERP), Renewable Energy, SaaS",,https://agriportance.com/,Less than $1M,,,,Seed,1,,"HTGF | High-Tech Gruenderfonds, Ingo Hoff",2,1,"68,481"
Seed Round - Incirt,https://www.crunchbase.com/funding_round/incirt-seed--540a7bd6,Incirt,https://www.crunchbase.com/organization/incirt,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",,,,2022-10-24,Seed,,,,Yes,"Incirt develops technological breakthroughs for ultrafast wireless communication in 5G, 5G Advanced and future 6G networks.","Communications Infrastructure, Wireless",,https://www.incirt.de/home.html,,,,,Seed,1,,HTGF | High-Tech Gruenderfonds,1,1,"67,817"
Pre Seed Round - DeepScenario,https://www.crunchbase.com/funding_round/deepscenario-pre-seed--5eae7a25,DeepScenario,https://www.crunchbase.com/organization/deepscenario,Pre-Seed,"München, Bayern, Germany, Europe",,,,2022-10-25,Seed,,,,Yes,DeepScenario provides traffic data with high accuracy to help companies build intelligent drivers.,"Artificial Intelligence (AI), Autonomous Vehicles, Software",,https://deepscenario.com/,$1M to $10M,,,,Seed,2,HTGF | High-Tech Gruenderfonds,"HTGF | High-Tech Gruenderfonds, MobilityFund",2,1,"67,344"
Seed Round - Electrosynthesis,https://www.crunchbase.com/funding_round/esy-labs-seed--95124a51,Electrosynthesis,https://www.crunchbase.com/organization/esy-labs,Seed,"Regensburg, Bayern, Germany, Europe",600000,EUR,621670,2022-11-17,Seed,,,,Yes,ESy-Labs provides technology in electrosynthesis for the production of organic as well as inorganic resources.,Information Technology,,http://www.esy-labs.de,,600000,EUR,621670,Seed,1,HTGF | High-Tech Gruenderfonds,HTGF | High-Tech Gruenderfonds,1,1,"66,949"
Series B - Noscendo,https://www.crunchbase.com/funding_round/noscendo-series-b--ab8912c5,Noscendo,https://www.crunchbase.com/organization/noscendo,Series B,"Duisburg, Nordrhein-Westfalen, Germany, Europe",,,,2022-05-16,Early Stage Venture,,,,Yes,Noscendo operates as a diagnostics company.,"Biotechnology, Health Care, Health Diagnostics",,https://www.noscendo.com/,$1B to $10B,,,,Early Stage Venture,2,,"EarlyBird, HTGF | High-Tech Gruenderfonds, Revent, SquareOne Venture Capital, Wieland Capital",5,,"76,257"
Seed Round - Invasight,https://www.crunchbase.com/funding_round/invasight-seed--bfc5b889,Invasight,https://www.crunchbase.com/organization/invasight,Seed,"Zürich, Zurich, Switzerland, Europe",4500000,CHF,4621931,2022-06-07,Seed,,,,Yes,Invasight is a clinical biotech company that focused on revolutionizing cell invasion research.,"Biopharma, Biotechnology, Health Care",,https://www.invasight.com/,$1M to $10M,4590000,CHF,4712774,Seed,5,"JFG Life Sciences Foundation, OCCIDENT","AVANTECA Partners, HTGF | High-Tech Gruenderfonds, JFG Life Sciences Foundation, OCCIDENT, Verve Ventures, Wille Finance, Zürcher Kantonal Bank",7,4,"77,778"
Seed Round - Immerok,https://www.crunchbase.com/funding_round/immerok-seed--5a6e41b4,Immerok,https://www.crunchbase.com/organization/immerok,Seed,"Berlin, Berlin, Germany, Europe",17000000,USD,17000000,2022-10-03,Seed,,,,Yes,Immerok is building a fully managed Apache Flink cloud service for real-time stream processing applications at scale.,"Cloud Data Services, Developer Platform, Information Technology, Open Source",,https://www.immerok.io/,,17000000,USD,17000000,M&A,1,"468 Capital, Cusp Capital","468 Capital, Cortical Ventures, Cusp Capital, Essence VC, Stephan Ewen",5,3,"84,034"
Venture Round - Lindis Blood Care,https://www.crunchbase.com/funding_round/lindis-bloodcare-series-unknown--dd03b826,Lindis Blood Care,https://www.crunchbase.com/organization/lindis-bloodcare,Venture - Series Unknown,"Hennigsdorf, Brandenburg, Germany, Europe",,,,2022-02-09,,,,,Yes,Lindis Blood Care is to optimise the outcome of cancer surgeries by developing a Medical Device.,"Health Care, Medical Device",,https://lindis-bloodcare.com/,$1M to $10M,5000000,EUR,5560251,,3,"Brandenburg Kapital, HTGF | High-Tech Gruenderfonds","Brandenburg Kapital, HTGF | High-Tech Gruenderfonds",2,,"87,911"
Seed Round - automaited,https://www.crunchbase.com/funding_round/aiconomix-seed--1cc4ccf7,automaited,https://www.crunchbase.com/organization/aiconomix,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",4000000,EUR,4201460,2022-04-28,Seed,,,,Yes,"World’s first general process AI that automatically automates any business process. Quick, easy, efficient.","Artificial Intelligence (AI), B2B, Software",,https://automaited.com/,,5000000,EUR,5426309,Seed,2,,"Headline, Northzone, TechVision Fund, Visionaries Club",4,2,"130,203"
Seed Round - faCellitate,https://www.crunchbase.com/funding_round/facellitate-seed--bd25a1f5,faCellitate,https://www.crunchbase.com/organization/facellitate,Seed,"Mannheim, Baden-Wurttemberg, Germany, Europe",3700000,EUR,3699253,2022-09-07,Seed,,,,Yes,"faCellitate is a life science tools company targeting customers in drug discovery, toxicology, industrial biotech and stem cell research.",Biotechnology,,https://facellitate.com,$1M to $10M,3700000,EUR,3699253,Seed,1,"HTGF | High-Tech Gruenderfonds, SARSTEDT","Arve Capital, Chemovator, HTGF | High-Tech Gruenderfonds, R3, ROI land investment, SARSTEDT",6,1,"144,712"
Pre Seed Round - Moojo,https://www.crunchbase.com/funding_round/moojo-f895-pre-seed--da1f40c2,Moojo,https://www.crunchbase.com/organization/moojo-f895,Pre-Seed,"Berlin, Berlin, Germany, Europe",2000000,USD,2000000,2022-04-22,Seed,,,,Yes,Moojo helps freelancers and creators streamline their invoicing process and get paid instantly.,"Financial Services, FinTech, Freelance",,https://getmoojo.com,,2000000,USD,2000000,Seed,1,,"APX, b2venture, Helvetia Venture Fund, MS&AD Ventures, neoteq ventures, Red Swan Ventures",6,,"140,635"
Seed Round - GS Bavaria,https://www.crunchbase.com/funding_round/gs-bavaria-seed--64e25b45,GS Bavaria,https://www.crunchbase.com/organization/gs-bavaria,Seed,"Nuremberg, Bayern, Germany, Europe",,,,2022-10-03,Seed,,,,Yes,GS Bavaria is a manufacturer of industrial-scale nano-sized carbide powders.,"Nanotechnology, Recycling",,https://www.gs-bavaria.com/,Less than $1M,,,,Seed,1,HTGF | High-Tech Gruenderfonds,HTGF | High-Tech Gruenderfonds,1,,"115,774"
Seed Round - Freshflow,https://www.crunchbase.com/funding_round/freshflow-seed--fa423837,Freshflow,https://www.crunchbase.com/organization/freshflow,Seed,"Berlin, Berlin, Germany, Europe",1700000,EUR,1841976,2022-04-21,Seed,,,,Yes,Freshflow is harnessing AI to build the food supply chain technology of the future and tackle global food waste.,"Artificial Intelligence (AI), Food Delivery, Machinery Manufacturing, Supply Chain Management",,https://freshflow.ai,,1700000,EUR,1841976,Seed,2,"Capnamic Ventures, World Fund","Capnamic Ventures, Dr. Alexander Mrozek, Felix Fiege, Jens Fiege, Julius Göllner, World Fund",6,2,"167,695"
Series A - Code Intelligence,https://www.crunchbase.com/funding_round/code-intelligence-series-a--2a93ee7e,Code Intelligence,https://www.crunchbase.com/organization/code-intelligence,Series A,"Bonn, Nordrhein-Westfalen, Germany, Europe",11000000,EUR,11716424,2022-06-01,Early Stage Venture,,,,Yes,Code Intelligence provides modern security testing solutions using coverage based fuzzing.,"Network Security, Software",,https://www.code-intelligence.com/,$1B to $10B,13700000,EUR,14789847,Early Stage Venture,4,Tola Capital,"HTGF | High-Tech Gruenderfonds, LBBW VC, OCCIDENT, Thomas Dohmke, Tola Capital, Verve Ventures",6,4,"91,997"
Seed Round - eeden,https://www.crunchbase.com/funding_round/eeden-f6a1-seed--089b1232,eeden,https://www.crunchbase.com/organization/eeden-f6a1,Seed,"Münster, Nordrhein-Westfalen, Germany, Europe",,,,2022-06-22,Seed,,,,Yes,Cutting-edge recycling technology for textiles.,"Fashion, Manufacturing, Recycling, Textiles",,https://eeden.world/,Less than $1M,,,,Seed,1,TechVision Fund,"Born2Grow, HTGF | High-Tech Gruenderfonds, TechVision Fund",3,4,"148,870"
Series E - Holidu,https://www.crunchbase.com/funding_round/holidu-series-e--b2dbdc0a,Holidu,https://www.crunchbase.com/organization/holidu,Series E,"Munich, Bayern, Germany, Europe",75000000,EUR,73242402,2022-10-19,Late Stage Venture,,,,Yes,Holidu is a travel tech company on a mission to make the search and booking of vacation rentals easy.,"Search Engine, Travel, Vacation Rental",,http://www.holidu.com,$50M to $100M,199771293,USD,199771293,Late Stage Venture,10,83North,"83North, Common Fund, coparion, EQT Ventures, HV Capital, LIOS Ventures, Northzone, Possible Ventures, Prime Ventures, Senovo, Vintage Investment Partners",11,4,"128,504"
Seed Round - MetisMotion,https://www.crunchbase.com/funding_round/metismotion-seed--78cb7373,MetisMotion,https://www.crunchbase.com/organization/metismotion,Seed,"Munich, Bayern, Germany, Europe",3000000,EUR,3402749,2022-01-19,Seed,,,,Yes,MetisMotion is innovative technology enables ultra-light and dynamic actuators.,"Industrial Automation, Information Technology, Manufacturing, Robotics",,https://www.metismotion.com/,,5500000,EUR,6359399,Seed,3,,"Born2Grow, HTGF | High-Tech Gruenderfonds, Siemens Technology Accelerator",3,,"171,976"
Seed Round - Pathmonk,https://www.crunchbase.com/funding_round/pathmonk-seed--207c1215,Pathmonk,https://www.crunchbase.com/organization/pathmonk,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",1500000,EUR,1547707,2022-08-11,Seed,,,,Yes,"Pathmonk is an intelligent assistant for websites, to increase conversions and qualify leads.","Artificial Intelligence (AI), Software",,https://pathmonk.com,$1M to $10M,1700000,EUR,1770216,Seed,2,TechVision Fund,"Carsten Lebtig, TechVision Fund",2,1,"150,894"
Seed Round - FINE Legal,https://www.crunchbase.com/funding_round/fine-legal-seed--629e3736,FINE Legal,https://www.crunchbase.com/organization/fine-legal,Seed,"Berlin, Berlin, Germany, Europe",1000000,USD,1000000,2022-12-23,Seed,,,,Yes,"FINE is building Germanys’s first consumer rights platform, that helps consumers to enforce their claims digital, hassle- & risk free.",Legal Tech,,https://www.fine.so,,1000000,USD,1000000,Seed,2,HTGF | High-Tech Gruenderfonds,HTGF | High-Tech Gruenderfonds,1,1,"132,556"
Seed Round - cleverly.de,https://www.crunchbase.com/funding_round/cleverly-de-seed--8726306b,cleverly.de,https://www.crunchbase.com/organization/cleverly-de,Seed,"Berlin, Berlin, Germany, Europe",3000000,EUR,2948797,2022-09-29,Seed,,,,Yes,"cleverly is a B2B2C kids online coaching platform, empowering family's wellbeing by matching kids & teens with their perfect companion.","B2B, B2C, E-Learning, EdTech, Mental Health, SaaS",,https://cleverly.de/,,8600000,EUR,9073346,Seed,4,,"Capnamic Ventures, Feliks Eyser, Flixfounders, Verena Pausder",4,,"109,862"
Series A - CNC24,https://www.crunchbase.com/funding_round/cncteile24-series-a--84e1fb97,CNC24,https://www.crunchbase.com/organization/cncteile24,Series A,"Berlin, Berlin, Germany, Europe",8250000,EUR,8454567,2022-08-04,Early Stage Venture,,,,Yes,Manufacturing as a service,"Industrial, Manufacturing, Mechanical Engineering",,https://www.cnc24.com,$1M to $10M,8250000,EUR,8454567,Early Stage Venture,2,"Future Industry Ventures, Redstone.VC, The Delta","coparion, Dario Fazlic, EquityPitcher Ventures, Future Industry Ventures, Redstone.VC, Seedcamp, The Delta",7,3,"102,591"
Seed Round - Certivity,https://www.crunchbase.com/funding_round/certivity-seed--bed4858c,Certivity,https://www.crunchbase.com/organization/certivity,Seed,"München, Bayern, Germany, Europe",1400000,EUR,1497616,2022-06-07,Seed,,,,Yes,"Certivity RegTech Software solution makes regulatory management smarter, more transparent, more efficient, and way cheaper.","Legal Tech, SaaS, Software, Web Development",,https://www.certivity.io/,,1400000,EUR,1497616,Seed,1,"Earlybird Venture Capital, HTGF | High-Tech Gruenderfonds","Bernhard Kirschbaum, Earlybird Venture Capital, HTGF | High-Tech Gruenderfonds, Peter Mertens",4,2,"103,786"
Seed Round - HiPeople,https://www.crunchbase.com/funding_round/hipeople-seed--6e2eacd5,HiPeople,https://www.crunchbase.com/organization/hipeople,Seed,"Berlin, Berlin, Germany, Europe",2700000,USD,2700000,2022-10-20,Seed,,,,Yes,HiPeople makes hiring the best talent fast easy for everyone.,"B2B, Human Resources, Recruiting, SaaS, Software",,https://www.hipeople.io,Less than $1M,6800000,USD,6800000,Seed,3,,"Capnamic Ventures, Cherry Ventures, Mediahuis, Moonfire Ventures, New Forge",5,,"155,637"
Seed Round - Cedalo,https://www.crunchbase.com/funding_round/cedalo-seed--ecf62a98,Cedalo,https://www.crunchbase.com/organization/cedalo,Seed,"Freiburg, Baden-Wurttemberg, Germany, Europe",3000000,EUR,3409141,2022-02-17,Seed,,,,Yes,"Cedalo empowers non-programmers, to create and orchestrate data streams, microservices, and the digital industry.","Consumer Electronics, Electronics, Information Services, Information Technology, Software",,https://cedalo.com/,$1M to $10M,3000000,EUR,3409141,Seed,1,"Capnamic Ventures, LBBW VC","Capnamic Ventures, LBBW VC",2,4,"109,263"
Series A - JUMiNGO,https://www.crunchbase.com/funding_round/jumingo-series-a--33d535d4,JUMiNGO,https://www.crunchbase.com/organization/jumingo,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-06-01,Early Stage Venture,,,,Yes,JUMiNGO is as digital carrier your best shipping partner for worldwide and express shipments.,"E-Commerce, E-Commerce Platforms, Logistics, Price Comparison, Shipping, Transportation",,https://www.jumingo.com,,1000000,EUR,1076250,Early Stage Venture,2,,"Arno Nonnen, Equivia Partners, neoteq ventures, Ryan Hood, Tim Schumacher",5,2,"121,988"
Seed Round - catchHR,https://www.crunchbase.com/funding_round/catch-gmbh-seed--b02be0b0,catchHR,https://www.crunchbase.com/organization/catch-gmbh,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2022-08-25,Seed,,,,Yes,catchHR is a human resources software company that offers automated applicant research.,"Human Resources, Personal Development, Recruiting",,https://www.catch.hr,,,,,Seed,1,TechVision Fund,"Christian Greb, NRW.BANK, TechVision Fund",3,1,"122,805"
Venture Round - Realport,https://www.crunchbase.com/funding_round/realport-series-unknown--d025476b,Realport,https://www.crunchbase.com/organization/realport,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",5000000,EUR,4975119,2022-09-05,,,,,Yes,"RealPort offers investment management, financial, brokerage, advisory and consulting services.","Angel Investment, Financial Services, Management Consulting",,https://realport.co,Less than $1M,5000000,EUR,4975119,,1,Cusp Capital,Cusp Capital,1,,"128,107"
Series A - Venly,https://www.crunchbase.com/funding_round/arkane-network-series-a--7f559501,Venly,https://www.crunchbase.com/organization/arkane-network,Series A,"Antwerp, Antwerpen, Belgium, Europe",21000000,EUR,22057665,2022-04-28,Early Stage Venture,,,,Yes,"Venly is a blockchain-agnostic technology firm that provides wallet, NFT and marketplace solutions.","Blockchain, Collectibles, Cryptocurrency, E-Commerce, FinTech, Gaming, Information Technology",,https://venly.io,$1M to $10M,24650000,EUR,26382746,Early Stage Venture,3,Courtside Ventures,"Alpaca VC, Buck Stash, Coinbase Ventures, Courtside Ventures, Fortino Capital, HTGF | High-Tech Gruenderfonds, imec.istart, LeadBlock Partners, Plug and Play, Powerhouse, Transcend Fund",11,2,"164,119"
Series A - Kupando,https://www.crunchbase.com/funding_round/kupando-series-a--1f612f12,Kupando,https://www.crunchbase.com/organization/kupando,Series A,"Schönefeld, Brandenburg, Germany, Europe",13000000,EUR,12506073,2022-09-26,Early Stage Venture,,,,Yes,Kupando is a biopharmaceutical company that develops agonists to stimulates innate immunity.,Biotechnology,,https://www.kupando.com,,13000000,EUR,12506073,Early Stage Venture,1,"LifeCare Partners, Remiges Ventures","Brandenburg Kapital, HTGF | High-Tech Gruenderfonds, LifeCare Partners, Remiges Ventures, Ventura BioMed Investors",5,3,"165,410"
Seed Round - Green Fusion,https://www.crunchbase.com/funding_round/green-fusion-seed--4690b806,Green Fusion,https://www.crunchbase.com/organization/green-fusion,Seed,"Berlin, Berlin, Germany, Europe",,,,2022-02-17,Seed,,,,Yes,Green Fusion develops a simple and secure software solution for more efficient control of your energy system.,"Energy Management, Software",,https://www.green-fusion.eu/,,14925000,EUR,15591240,Early Stage Venture,4,,"BitStone Capital, High Rise Ventures, Marc Stilke, Vireo Ventures",4,,"179,006"
Series A - Qunomedical,https://www.crunchbase.com/funding_round/junomedical-series-a--3000694a,Qunomedical,https://www.crunchbase.com/organization/junomedical,Series A,"Berlin, Berlin, Germany, Europe",10000000,EUR,10310979,2022-11-22,Early Stage Venture,,,,Yes,Qunomedical is a healthcare company that connects patients with doctors in abroad.,"Health Care, Health Diagnostics, Medical",,https://www.qunomedical.com,$10M to $50M,12310979,USD,12310979,Early Stage Venture,6,MS&AD Ventures,"Bertelsmann Investments, Calm/Storm Ventures, DvH Ventures, MS&AD Ventures",4,2,"181,906"
Series A - Grand perspective,https://www.crunchbase.com/funding_round/grand-perspective-series-a--94ab0a81,Grand perspective,https://www.crunchbase.com/organization/grand-perspective,Series A,"Berlin, Berlin, Germany, Europe",7000000,EUR,6890693,2022-10-17,Early Stage Venture,,,,Yes,Grand perspective provides early warning solution for hazardous gases that covers complete industrial sites.,Public Safety,,https://www.grandperspective.de/en/,$1M to $10M,7000000,EUR,6890693,Early Stage Venture,1,Saudi Aramco Energy Ventures,"Brandenburg Kapital, HTGF | High-Tech Gruenderfonds, kineo finance, Saudi Aramco Energy Ventures",4,4,"194,555"
Seed Round - PROSION,https://www.crunchbase.com/funding_round/prosion-seed--9e6f2927,PROSION,https://www.crunchbase.com/organization/prosion,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-05-01,Seed,,,,Yes,PROSION Therapeutics is a pharmaceutical and drug discovery start-up company in the undruggable space.,"Medical, Pharmaceutical",,https://www.prosion.io,$1M to $10M,2461375,EUR,2952443,Seed,2,,Freigeist Capital,1,,"204,987"
Series A - Aignostics,https://www.crunchbase.com/funding_round/aignostics-series-a--2ae96b89,Aignostics,https://www.crunchbase.com/organization/aignostics,Series A,"Berlin, Berlin, Germany, Europe",14000000,EUR,13982494,2022-09-15,Early Stage Venture,,,,Yes,Aignostics is an AI-powered precision diagnostics focused on pathology to assist with drug development and clinical research.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Software",,http://www.aignostics.com,$100M to $500M,54841427,USD,54841427,Early Stage Venture,5,Wellington Partners,"Ascenion GmbH, Boehringer Ingelheim Venture Fund, HTGF | High-Tech Gruenderfonds, IBB Ventures, Wellington Partners",5,,"206,284"
