Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - Semalytix,https://www.crunchbase.com/funding_round/semalytix-series-a--3836551d,Semalytix,https://www.crunchbase.com/organization/semalytix,Series A,"Bielefeld, Nordrhein-Westfalen, Germany, Europe",2000000,EUR,2418394,2021-02-18,Early Stage Venture,,,,Yes,Semalytix focusses on Dark Data Understanding. Turning unstructured into structured data. ,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, Predictive Analytics",,https://www.semalytix.com,$50M to $100M,6300000,EUR,7551178,Early Stage Venture,3,NRW.BANK,NRW.BANK,1,1,"113,742"
Seed Round - Klim,https://www.crunchbase.com/funding_round/klim-seed--d306320a,Klim,https://www.crunchbase.com/organization/klim,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-03-20,Seed,,,,Yes,Klim mission is to scale up regenerative agriculture to make agriculture part of the climate solution,"Agriculture, Impact Investing, Software, Sustainability",,https://klim.eco,$1M to $10M,28506396,USD,28506396,Early Stage Venture,5,Ananda Impact Ventures,"Ananda Impact Ventures, Blue Impact Ventures, Gemüsering, kopa ventures, Lawrence Leuschner",5,1,"119,705"
Seed Round - Profian,https://www.crunchbase.com/funding_round/profian-703e-seed--6fdb5dff,Profian,https://www.crunchbase.com/organization/profian-703e,Seed,"Raleigh, North Carolina, United States, North America",5000000,USD,5000000,2021-09-28,Seed,,,,Yes,Profian solves cloud security for data in use,"Cloud Computing, Cloud Security, Cyber Security, Software",,https://profian.com,$1M to $10M,5000000,USD,5000000,Seed,1,,"Illuminate Financial, Project A Ventures",2,,"120,987"
Seed Round - Betriebsmittelhelden,https://www.crunchbase.com/funding_round/betriebsmittelhelden-seed--c8b5c8c9,Betriebsmittelhelden,https://www.crunchbase.com/organization/betriebsmittelhelden,Seed,"Steinhagen, Nordrhein-Westfalen, Germany, Europe",900000,USD,900000,2021-05-30,Seed,,,,Yes,Betriebsmittelhelden is an independent comparison portal for farmers.,"Agriculture, AgTech, Farming",,https://www.betriebsmittelhelden.de,,900000,USD,900000,Seed,1,Technologiefonds OWL,Technologiefonds OWL,1,,"124,761"
Seed Round - Flow AI,https://www.crunchbase.com/funding_round/flowrite-seed--cd1c135a,Flow AI,https://www.crunchbase.com/organization/flowrite,Seed,"Helsinki, Southern Finland, Finland, Europe",4400000,USD,4400000,2021-11-26,Seed,,,,Yes,Flow AI is the system for evaluating and improving your LLM application.,"Artificial Intelligence (AI), Internet, Machine Learning, Software",,https://www.flow-ai.com/,$1M to $10M,5060000,USD,5060000,Seed,2,Project A Ventures,"Ilkka Paananen, Illusian Founder Office, Johannes Schildt, Lifeline Ventures, Moonfire Ventures, Project A Ventures, Seedcamp, Sven Ahrens",8,,"125,688"
Series B - Unu motors,https://www.crunchbase.com/funding_round/unu-series-b--d7d7b1d7,Unu motors,https://www.crunchbase.com/organization/unu,Series B,"Berlin, Berlin, Germany, Europe",18000000,EUR,21541407,2021-02-04,Early Stage Venture,,,,Yes,"Unu offers a battery-powered, smart electric scooter that enables individuals to commute through an urban environment.","Electric Vehicle, Hardware, Last Mile Transportation, Mobile, Transportation",,https://unumotors.com/,$1B to $10B,43282883,USD,43282883,Early Stage Venture,7,,"Capnamic Ventures, IRIS, Ponooc",3,3,"132,019"
Series B - BRYTER,https://www.crunchbase.com/funding_round/bryter-series-b--5efa2dc0,BRYTER,https://www.crunchbase.com/organization/bryter,Series B,"Berlin, Berlin, Germany, Europe",66000000,USD,66000000,2021-04-07,Early Stage Venture,344000000,USD,344000000,Yes,BRYTER is a no-code software platform that automates and helps its users develop and build digital applications.,"Compliance, Enterprise Software, Industrial Automation, Legal Tech, SaaS, Software",,https://bryter.com,$10M to $50M,89000000,USD,89000000,Early Stage Venture,4,Tiger Global Management,"Accel, Dawn Capital, NAP, Notion Capital, Tiger Global Management",5,2,"126,307"
Convertible Note - Airbox Energy UG,https://www.crunchbase.com/funding_round/airbox-energy-ug-convertible-note--9f26eb6a,Airbox Energy UG,https://www.crunchbase.com/organization/airbox-energy-ug,Convertible Note,"Hamburg, Hamburg, Germany, Europe",25000,EUR,30225,2021-04-27,,,,,No,"Airbox Energy is developing a game changing product that will transform the way we utilize, produce and consume energy.","Energy, Renewable Energy",,,,25000,EUR,30225,,1,Earlybird Venture Capital,Earlybird Venture Capital,1,1,"121,531"
Seed Round - Space Forge,https://www.crunchbase.com/funding_round/space-forge-seed--a951c0af,Space Forge,https://www.crunchbase.com/organization/space-forge,Seed,"Bristol, Bristol, City of, United Kingdom, Europe",10200000,USD,10200000,2021-12-18,Seed,,,,Yes,Space Forge make super materials in space that cannot be made on earth.,"Hardware, Manufacturing, Robotics",,https://spaceforge.co.uk/,$10M to $50M,20959604,USD,20959604,Seed,7,"SpaceFund, Type One Ventures, World Fund","Aaron Schildkrout, Bristol Private Equity Club, Development Bank of Wales, Dylan Taylor, E2MC Ventures, FJ Labs, George T Whitesides, Helios Capital, Newable Private Investing, Quiet Capital, Space.VC, SpaceFund, Starbridge Venture Capital, Type One Ventures, World Fund",15,3,"137,123"
Seed Round - EqualTo,https://www.crunchbase.com/funding_round/equalto-seed--b184b26a,EqualTo,https://www.crunchbase.com/organization/equalto,Seed,"Berlin, Berlin, Germany, Europe",3500000,EUR,4260463,2021-06-10,Seed,,,,Yes,Spreadsheet tooling for the modern stack.,"Developer Tools, Information Technology, Software",,https://www.equalto.com/,$1M to $10M,4530000,EUR,5468273,Seed,3,NAP,"Amaranthine, Dieter Buchl, Felix Jahn, First Momentum Ventures, HelloWorld, JVH Ventures, NAP, Phillip Chambers, Saarbruecker 21, Stephen Weich",10,,"138,997"
Series A - SIDES,https://www.crunchbase.com/funding_round/simplydelivery-series-a--9ad9ec90,SIDES,https://www.crunchbase.com/organization/simplydelivery,Series A,"Berlin, Berlin, Germany, Europe",10000000,EUR,11863649,2021-07-12,Early Stage Venture,,,,Yes,"SIDES is a Berlin-based startup that provides cloud software for restaurant chains, ghost kitchens or individual businesses.","Cloud Computing, Software",,https://www.get-sides.de/,Less than $1M,10000000,EUR,11863649,Early Stage Venture,1,Cusp Capital,"Cusp Capital, Fortino Capital",2,1,"140,755"
Pre Seed Round - Vitamin,https://www.crunchbase.com/funding_round/vitamin-8e92-pre-seed--4c7a90a3,Vitamin,https://www.crunchbase.com/organization/vitamin-8e92,Pre-Seed,"Berlin, Berlin, Germany, Europe",1700000,EUR,1979488,2021-10-22,Seed,,,,Yes,Vitamin is a startup which set out to enable a strong financial future for all women.,"Finance, Financial Services, Training, Wealth Management",,https://www.joinvitamin.com/en/,,2800000,EUR,3297409,Seed,2,"NAP, Nina Pütz","Joern Pelzer, Marcel Schneider, NAP, Nina Pütz, Saskia Gleitsmann, Segenia Capital, Vanessa Stützle",7,,"142,507"
Venture Round - Inwerk,https://www.crunchbase.com/funding_round/inwerk-series-unknown--609f600f,Inwerk,https://www.crunchbase.com/organization/inwerk,Venture - Series Unknown,"Meerbusch, Nordrhein-Westfalen, Germany, Europe",,,,2021-05-03,,,,,Yes,Inwerk manufactures office equipment.,"Furniture, Interior Design, Manufacturing",,https://www.inwerk.de/,$1M to $10M,,,,,1,,Project A Ventures,1,,"143,400"
Seed Round - Ruuky,https://www.crunchbase.com/funding_round/pockid-gmbh-seed--7f194190,Ruuky,https://www.crunchbase.com/organization/pockid-gmbh,Seed,"Hamburg, Hamburg, Germany, Europe",4000000,EUR,4547139,2021-11-18,Seed,,,,Yes,Ruuky is the first Social Interactive Neobank for Europe's GenZ,Financial Services,,https://www.ruuky.money/,,4000000,EUR,4547139,Seed,2,NAP,"NAP, Vorwerk Ventures",2,1,"141,434"
Seed Round - Bettertogether,https://www.crunchbase.com/funding_round/bettertogether-seed--c8238200,Bettertogether,https://www.crunchbase.com/organization/bettertogether,Seed,"Vienna, Wien, Austria, Europe",1500000,EUR,1766281,2021-07-13,Seed,,,,Yes,Bettertogether is a public relations and communications company.,"Graphic Design, Public Relations, Service Industry",,https://www.bettertogether.com/,$1M to $10M,1500000,EUR,1766281,Seed,1,Cherry Ventures,Cherry Ventures,1,,"147,844"
Seed Round - Audvice,https://www.crunchbase.com/funding_round/audvice-seed--1d7c22b3,Audvice,https://www.crunchbase.com/organization/audvice,Seed,"Puch Bei Hallein, Salzburg, Austria, Europe",,,,2021-12-20,Seed,,,,Yes,Audvice unlocks the power of voice at work to help companies inform and educate their employees more effectively.,"Corporate Training, E-Learning, Enterprise Software, SaaS, Software","Women Founded, Women Led",https://www.audvice.com,Less than $1M,,,,Seed,2,Cusp Capital,"CapitalT, Cusp Capital, Tiny VC",3,,"152,076"
Seed Round - Anyone,https://www.crunchbase.com/funding_round/anyone-seed--c57e9ce0,Anyone,https://www.crunchbase.com/organization/anyone,Seed,"London, England, United Kingdom, Europe",3600000,EUR,4252213,2021-07-15,Seed,,,,Yes,An app that turns your phone into a phone.,"Apps, Information Services, Internet",,http://anyo.ne,$1M to $10M,4362213,USD,4362213,Seed,2,NAP,"Antler, Daniel Sachs, Futurology Ventures, Matt ‘Mills’ Miller, NAP, Sameer Singh, Sarah Drinkwater, Supernode Global",8,,"146,020"
Pre Seed Round - Restack,https://www.crunchbase.com/funding_round/restack-162e-pre-seed--9a101480,Restack,https://www.crunchbase.com/organization/restack-162e,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-03-30,Seed,,,,Yes,We are building the backend framework for accurate & reliable AI products.,"Developer Platform, DevOps, Software",,https://www.restack.io,$1M to $10M,,,,Seed,1,,"Angel Invest, Charlie Songhurst, Chris Murphy, Connor Murphy, Jag Singh, Matthias Hilpert, Project A Ventures, Scott Chacon, Tiny VC",9,,"153,353"
Seed Round - Unlock,https://www.crunchbase.com/funding_round/unlock-e5e8-seed--a6f8b1a1,Unlock,https://www.crunchbase.com/organization/unlock-e5e8,Seed,"New York, New York, United States, North America",4000000,USD,4000000,2021-09-28,Seed,,,,Yes,Unlock is an access control protocol built on blockchain that let creators monetize their content without relying on a middleman. ,"Blockchain, Cryptocurrency, Software Engineering",,https://unlock-protocol.com/,$1M to $10M,5675000,USD,5675000,Seed,2,Mercuri,"Betaworks, Cherry Ventures, Cygni Capital, Mercuri, MetaCartel Ventures, Orange DAO",6,1,"158,933"
Seed Round - Weld,https://www.crunchbase.com/funding_round/weld-seed--a161f548,Weld,https://www.crunchbase.com/organization/weld,Seed,"Copenhagen, Hovedstaden, Denmark, Europe",4600000,USD,4600000,2021-11-29,Seed,,,,Yes,Weld is the one platform for all your data operations.,"Information Technology, Software",,https://weld.app/,$1B to $10B,4600000,USD,4600000,Seed,1,"Cherry Ventures, Frontline Ventures","Cherry Ventures, Chris Murphy, David Clarke, Des Traynor, Frontline Ventures, Petr Janda, Phillip Chambers",7,,"116,890"
Series A - Cosuno,https://www.crunchbase.com/funding_round/cosuno-series-a--380897b9,Cosuno,https://www.crunchbase.com/organization/cosuno,Series A,"Berlin, Berlin, Germany, Europe",12500000,EUR,15240074,2021-05-26,Early Stage Venture,,,,Yes,Cosuno - Connecting the World of Construction,"Construction, Software",,https://www.cosuno.de/,,45240074,USD,45240074,Early Stage Venture,3,Spark Capital,"Apic Investments, Carsten Thoma, Cherry Ventures, Christian Bertermann, David Nothacker, Hakan Koc, Johannes Reck, Julius Koehler, Matthias Hilpert, Nicolaus Schefenacker, PERI, Spark Capital",12,2,"118,870"
Seed Round - Numi,https://www.crunchbase.com/funding_round/numi-99d8-seed--4a5c5c88,Numi,https://www.crunchbase.com/organization/numi-99d8,Seed,"Berlin, Berlin, Germany, Europe",10000000,EUR,11725570,2021-09-17,Seed,,,,Yes,"Numi is a fintech with a model of ""buy now, play later"" for corporate customers.",FinTech,,,,10000000,EUR,11725570,Seed,1,Cherry Ventures,Cherry Ventures,1,,"162,740"
Pre Seed Round - eevie - accelerating climate action,https://www.crunchbase.com/funding_round/eevie-pre-seed--f68038cb,eevie - accelerating climate action,https://www.crunchbase.com/organization/eevie,Pre-Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",,,,2021-02-10,Seed,,,,Yes,eevie is a engagement tool to measure & reward employee climate action and to foster a climate friendly work culture.,"CleanTech, GreenTech, Mobile, Mobile Apps, Social Impact, Sustainability",,https://www.eevie.io/,Less than $1M,360000,EUR,413694,Seed,2,,"Capacura, NRW.BANK",2,,"164,265"
Seed Round - Operaize,https://www.crunchbase.com/funding_round/operaize-seed--1bb371b9,Operaize,https://www.crunchbase.com/organization/operaize,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1500000,EUR,1705177,2021-11-18,Seed,,,,Yes,Operaize offers cognitive operations for manufacturers through the next generation AI-powered production planning & scheduling solution.,"Artificial Intelligence (AI), Industrial Automation, Machine Learning, Software",,https://operaize.com/,$1M to $10M,1500000,EUR,1705177,Seed,1,,"FTTF, HTGF | High-Tech Gruenderfonds, NRW.BANK",3,,"165,895"
Series A - Afilio,https://www.crunchbase.com/funding_round/afilio-af04-series-a--f7ca4b1f,Afilio,https://www.crunchbase.com/organization/afilio-af04,Series A,"Berlin, Berlin, Germany, Europe",13000000,USD,13000000,2021-08-11,Early Stage Venture,,,,Yes,Afilio is a retirement planning platform that creates and manages pension and estate documents.,"Finance, Financial Services, Insurance, InsurTech, Retirement",,https://www.afilio.de,$1B to $10B,13000000,USD,13000000,Early Stage Venture,1,CommerzVentures,"Cherry Ventures, CommerzVentures, eToro, Marqeta, NAP, Speedinvest",6,1,"167,662"
Series A - everstox,https://www.crunchbase.com/funding_round/everstox-series-a--95f4a45e,everstox,https://www.crunchbase.com/organization/everstox,Series A,"Munich, Bayern, Germany, Europe",20000000,EUR,22418458,2021-11-25,Early Stage Venture,,,,Yes,"Europe’s most powerful logistics solution: Store, fulfill and ship across one network – united by one technology to grow beyond.","Logistics, Software, Warehousing",,https://www.everstox.com,$10M to $50M,23000000,EUR,25973908,Early Stage Venture,3,Acton Capital,"Acton Capital, Capnamic Ventures, Flash Ventures, Global Founders Capital",4,1,"169,797"
Series A - ACCURE Battery Intelligence,https://www.crunchbase.com/funding_round/accure-battery-intelligence-series-a--ffd19a42,ACCURE Battery Intelligence,https://www.crunchbase.com/organization/accure-battery-intelligence,Series A,"Aachen, Nordrhein-Westfalen, Germany, Europe",8000000,USD,8000000,2021-09-08,Early Stage Venture,,,,Yes,ACCURE is an AI-powered battery analytics company.,"Analytics, Artificial Intelligence (AI), Battery, Energy, Energy Storage, Machine Learning, Predictive Analytics, Renewable Energy, Software",,https://accure.net,$500M to $1B,34494830,USD,34494830,Early Stage Venture,4,Blue Bear Capital,"42CAP, Blue Bear Capital, Capnamic Ventures",3,3,"170,321"
Seed Round - thingsTHINKING,https://www.crunchbase.com/funding_round/thingsthinking-seed--6eaac6a9,thingsTHINKING,https://www.crunchbase.com/organization/thingsthinking,Seed,"Karlsruhe, Baden-Wurttemberg, Germany, Europe",4500000,EUR,5463227,2021-05-10,Seed,,,,Yes,thingsTHINKING develops a platform designed to understand and processes human language.,"Artificial Intelligence (AI), Ediscovery, Information Services, Information Technology, Semantic Web, Software",,https://www.semantha.de,$1M to $10M,4500000,EUR,5463227,Seed,1,Earlybird Venture Capital,Earlybird Venture Capital,1,2,"170,673"
Seed Round - edyoucated,https://www.crunchbase.com/funding_round/edyoucated-seed--a73f3cb8,edyoucated,https://www.crunchbase.com/organization/edyoucated,Seed,"Münster, Nordrhein-Westfalen, Germany, Europe",2100000,EUR,2476555,2021-07-07,Seed,,,,Yes,"Edyoucated is transforming skill-building from one-size-fits-all into personalized, engaging, and measurable learning.","Corporate Training, EdTech, Education, Internet",,https://edyoucated.org/,$1M to $10M,2100000,EUR,2476555,Seed,1,Earlybird Venture Capital,"Earlybird Venture Capital, First Momentum Ventures",2,1,"173,183"
Series A - Sweepatic,https://www.crunchbase.com/funding_round/sweepatic-series-a--add25920,Sweepatic,https://www.crunchbase.com/organization/sweepatic,Series A,"Leuven, Vlaams-Brabant, Belgium, Europe",2800000,EUR,3256821,2021-10-19,Early Stage Venture,,,,Yes,Sweepatic is an external attack surface management (EASM) company that helps customers become cyber resilient.,"Asset Management, Cyber Security, Information Technology, Network Security",,https://www.sweepatic.com,$1M to $10M,4416181,USD,4416181,M&A,4,TIIN Capital,"eCAPITAL ENTREPRENEURIAL PARTNERS, PMV, TIIN Capital",3,3,"181,966"
Series B - InstaMotion Retail,https://www.crunchbase.com/funding_round/instamotion-retail-gmbh-series-b--78791673,InstaMotion Retail,https://www.crunchbase.com/organization/instamotion-retail-gmbh,Series B,"Munich, Bayern, Germany, Europe",24000000,EUR,29207953,2021-02-24,Early Stage Venture,,,,Yes,InstaMotion is an automotive company that provides a transaction platform used to purchase selected and used cars online.,"E-Commerce, Logistics, Transportation",,https://instamotion.com,,24000000,EUR,29207953,M&A,1,,"Act Venture Capital, Earlybird Venture Capital, G+J Digital Ventures, THI Investments",4,,"186,672"
Series A - Emergence Therapeutics,https://www.crunchbase.com/funding_round/emergence-therapeutics-series-a--4691b7d3,Emergence Therapeutics,https://www.crunchbase.com/organization/emergence-therapeutics,Series A,"Duisburg, Nordrhein-Westfalen, Germany, Europe",87000000,EUR,98075135,2021-12-07,Early Stage Venture,,,,Yes,Emergence is a biopharmaceutical company working on novel ADC immunotherapies for cancers with a high unmet need.,"Biotechnology, Fitness, Health Care, Wellness",,https://emergencetx.com/,$1M to $10M,87000000,EUR,98075135,M&A,1,Pontifax,"Bpifrance, Gruenderfonds Ruhr, Hadean Ventures, HTGF | High-Tech Gruenderfonds, Kurma Partners, NRW.BANK, OrbiMed, Pontifax, RA Capital Management, Surveyor Capital",10,9,"189,623"
