Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Venture Round - Samp,https://www.crunchbase.com/funding_round/samp-series-unknown--6f4fa017,Samp,https://www.crunchbase.com/organization/samp,Venture - Series Unknown,"Paris, Ile-de-France, France, Europe",6000000,EUR,6677596,2024-09-16,,,,,Yes,Samp develops software that consolidates technical information into Digital Twins for all stakeholders.,"3D Technology, Machine Learning, Software",,https://samp.ai,$1M to $10M,10000000,EUR,10584548,,4,Promus Ventures,"HTGF | High-Tech Gruenderfonds, Innovacom, Kvanted Ventures, Promus Ventures",4,2,"8,343"
Seed Round - IonKraft,https://www.crunchbase.com/funding_round/ionkraft-seed--0ac924c5,IonKraft,https://www.crunchbase.com/organization/ionkraft,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",3500000,EUR,3708091,2024-11-18,Seed,,,,Yes,"IonKraft can provide better performance at a lower cost while maintaining recyclability, they also promote material reduction and reuse.",Machinery Manufacturing,,https://ionkraft.com,$1M to $10M,5999438,EUR,6360594,Seed,2,"M Ventures, TechVision Fund","HTGF | High-Tech Gruenderfonds, M Ventures, TechVision Fund",3,3,"8,425"
Series B - Neural Concept,https://www.crunchbase.com/funding_round/neural-concept-series-b--f92e8049,Neural Concept,https://www.crunchbase.com/organization/neural-concept,Series B,"Lausanne, Vaud, Switzerland, Europe",27000000,USD,27000000,2024-06-03,Early Stage Venture,,,,Yes,"Neural Concept is a development platform that enables handling of data pipelines, 3D machine learning models, and optimization campaigns.","Computer, Industrial Automation, Machine Learning, Software",,https://neuralconcept.com/,$1M to $10M,36763861,USD,36763861,Early Stage Venture,8,Forestay Capital,"Alven, Aster, CNB Capital, D. E. Shaw & Co., Forestay Capital, HTGF | High-Tech Gruenderfonds",6,3,"8,476"
Series A - Recyda GmbH,https://www.crunchbase.com/funding_round/recyda-gmbh-series-a--2732dcc8,Recyda GmbH,https://www.crunchbase.com/organization/recyda-gmbh,Series A,"Freiburg, Baden-Wurttemberg, Germany, Europe",6300000,EUR,6818920,2024-10-24,Early Stage Venture,,,,Yes,Packaging data management and analytics for a circular economy | Recyclability Analysis | EPR-Fee Analysis,"Data Management, Fast-Moving Consumer Goods, Packaging Services, Recycling, Software",,https://www.recyda.com,$1M to $10M,8050000,EUR,8716402,Early Stage Venture,3,Cusp Capital,"Auxxo, Benedikt Franke, Cusp Capital, Futury Capital, Martin Weber, Speedinvest, Stephan Rohr",7,1,"8,482"
Seed Round - become.1,https://www.crunchbase.com/funding_round/become-1-seed--2ec0f417,become.1,https://www.crunchbase.com/organization/become-1,Seed,"Heidelberg, Baden-Wurttemberg, Germany, Europe",3300000,EUR,3667628,2024-09-18,Seed,,,,Yes,become.1 is an employee benefits platform that eliminates the complexity of tax regulations for employees.,"Employee Benefits, Human Resources, Insurance",,https://www.become1.de,,3300000,EUR,3667628,Seed,1,"D11Z.Ventures, Haufe Group Ventures, MBG Baden Wuerttemberg","D11Z.Ventures, Haufe Group Ventures, HTGF | High-Tech Gruenderfonds, Maru Winnacker, Matthias Allmendinger, MBG Baden Wuerttemberg, Michal Jarocki, Thomas Otter",8,3,"8,538"
Series B - Dexory,https://www.crunchbase.com/funding_round/botsandus-ltd-series-b--6843f58b,Dexory,https://www.crunchbase.com/organization/botsandus-ltd,Series B,"London, England, United Kingdom, Europe",80000000,USD,80000000,2024-10-01,Early Stage Venture,,,,Yes,Dexory captures real-time insights of warehouse operations using fully autonomous robots and Artificial Intelligence.,"Artificial Intelligence (AI), Data Visualization, Logistics, Retail Technology, Warehouse Automation, Warehousing",,https://www.dexory.com/,$1M to $10M,117994387,USD,117994387,Early Stage Venture,10,DTCP,"Atomico, Bootstrap Europe, Capnamic Ventures, DTCP, Lakestar, Latitude Ventures, WaVe-X",7,4,"8,670"
Seed Round - HELLO INSIDE,https://www.crunchbase.com/funding_round/hello-inside-seed--1555c161,HELLO INSIDE,https://www.crunchbase.com/organization/hello-inside,Seed,"Vienna, Wien, Austria, Europe",1650000,EUR,1820891,2024-09-09,Seed,,,,Yes,Hello Inside is a scientific self-care company that empowers people to have data-driven conversations with their body.,"Biometrics, Health Care, Information Technology, Mobile Apps, Quantified Self, Wellness",,https://www.helloinside.com,,1650000,EUR,1820891,Seed,3,Verge HealthTech Fund,"10x Founders, DocMorris, Eric Demuth, KaPa Ventures, Lea-Sophie Cramer, Martin Murray, Miele Venture, Simon Capital, Verge HealthTech Fund",9,1,"8,696"
Venture Round - Abolis Biotechnologies,https://www.crunchbase.com/funding_round/abolis-biotechnologies-series-unknown--9e1f1b56,Abolis Biotechnologies,https://www.crunchbase.com/organization/abolis-biotechnologies,Venture - Series Unknown,"Évry, Ile-de-France, France, Europe",35000000,EUR,38776695,2024-09-12,,,,,Yes,Abolis is delivering high-impact innovations in biotechnologies.We provide tailor-made industrial solutions based on micro-organisms.,"Biotechnology, Life Science, Sustainability",,http://abolis.fr/,$1M to $10M,36100000,EUR,39943794,,2,"Business Opportunities for L'Oréal Development, DeepTech & Climate Fonds, Evonik Venture Capital","Business Opportunities for L'Oréal Development, Clay Capital, DeepTech & Climate Fonds, Evonik Venture Capital, ICOS Capital Management, Liberset",6,5,"8,774"
Seed Round - BIOVOX,https://www.crunchbase.com/funding_round/biovox-seed--693b06e1,BIOVOX,https://www.crunchbase.com/organization/biovox,Seed,"Darmstadt, Hessen, Germany, Europe",2200000,EUR,2448523,2024-09-25,Seed,,,,Yes,"BIOVOX is the sustainable healthcare market, setting the standard for bioplastic compounds made from renewable resources.","Advanced Materials, Medical, Pharmaceutical, Sustainability",,https://www.biovox.systems/,Less than $1M,2200000,EUR,2448523,Seed,2,HTGF | High-Tech Gruenderfonds,"Auxxo, BM H Beteiligungs-Managementgesellschaft Hessen, HTGF | High-Tech Gruenderfonds, Katharina Klohe, Otto Braun, Petra Wörwag",6,1,"8,876"
Series A - planqc,https://www.crunchbase.com/funding_round/planqc-series-a--8b35ec20,planqc,https://www.crunchbase.com/organization/planqc,Series A,"Munich, Bayern, Germany, Europe",30000000,EUR,32492113,2024-07-08,Early Stage Venture,,,,Yes,creating quantum computers atom by atom,"Computer, Hardware, Quantum Computing",,https://planqc.eu,,50000000,EUR,54106724,Early Stage Venture,4,"CATRON Holding, DeepTech & Climate Fonds","Bayern Kapital, CATRON Holding, DeepTech & Climate Fonds, Max Planck Foundation, Speedinvest, UVC Partners",6,4,"9,108"
Seed Round - Doctorflix,https://www.crunchbase.com/funding_round/doctorflix-seed--4b68ccc8,Doctorflix,https://www.crunchbase.com/organization/doctorflix,Seed,"Berlin, Berlin, Germany, Europe",2100000,EUR,2217653,2024-11-28,Seed,,,,Yes,Re-thinking knowledge exchange & networking for doctors globally.,"Continuing Education, Education, Health Care, Information Technology, Medical",,https://doctorflix.de,,4725000,EUR,5099693,Seed,3,Haufe Group Ventures,"Brandenburg Kapital, Haufe Group Ventures, HTGF | High-Tech Gruenderfonds, JALE Beteiligungs GmbH, Super Angels",5,1,"9,395"
Series A - DcubeD,https://www.crunchbase.com/funding_round/dcubed-series-a--ffe558cb,DcubeD,https://www.crunchbase.com/organization/dcubed,Series A,"Germering, Bayern, Germany, Europe",4400000,EUR,4818354,2024-08-05,Early Stage Venture,,,,Yes,DcubeD develops actuators and deployable structures tailored for nano-satellites and the commercial space industry.,"Manufacturing, Satellite Communication",,https://dcubed.space/,$1M to $10M,4400000,EUR,4818354,Early Stage Venture,4,"BayBG Venture Capital, Expansion Ventures","Aurelia Foundry, BayBG Venture Capital, Decisive Point, Expansion Ventures, HTGF | High-Tech Gruenderfonds, RYMD Kapital, VENTIS CAPITAL",7,5,"9,429"
Seed Round - Aerleum,https://www.crunchbase.com/funding_round/aerleum-seed--632bfb0f,Aerleum,https://www.crunchbase.com/organization/aerleum,Seed,"Strasbourg, Alsace, France, Europe",5500000,EUR,6000227,2024-10-14,Seed,,,,Yes,Aerleum Develops a groundbreaking system that combines CO2 capture and conversion to produce clean fuels and chemicals.,Chemical,,https://www.aerleum.com,,6125227,USD,6125227,Seed,2,"360 Capital, HTGF | High-Tech Gruenderfonds","360 Capital, Bpifrance, HTGF | High-Tech Gruenderfonds, Marble, Norrsken VC",5,3,"9,449"
Seed Round - GlassFlow,https://www.crunchbase.com/funding_round/glassflow-seed--8aa8561b,GlassFlow,https://www.crunchbase.com/organization/glassflow,Seed,"Berlin, Berlin, Germany, Europe",4800000,USD,4800000,2024-10-29,Seed,,,,Yes,GlassFlow is a next-gen data streaming infrastructure company on a mission to democratize data streaming.,"Big Data, Cloud Data Services, Cloud Infrastructure, Developer Tools, Information Technology, IT Infrastructure, SaaS, Software",,https://www.glassflow.dev/,,5900000,USD,5900000,Seed,2,Upfront Ventures,"HTGF | High-Tech Gruenderfonds, Robin Capital, Tiny VC, Upfront Ventures",4,1,"9,554"
Seed Round - autarkize,https://www.crunchbase.com/funding_round/autarkize-seed--3c6ca3ba,autarkize,https://www.crunchbase.com/organization/autarkize,Seed,"Pfronten, Bayern, Germany, Europe",2300000,EUR,2487554,2024-10-21,Seed,,,,Yes,autarkize scales a market-ready system technology with which a high-quality gas made of methane and hydrogen is extracted.,Renewable Energy,,https://www.autarkize.com,,2300000,EUR,2487554,Seed,1,HTGF | High-Tech Gruenderfonds,"Fair Capital Partners Impact Investing, Floris Capital, HTGF | High-Tech Gruenderfonds, Innovation for Impact, Interface Capital, Lucas von Fürstenberg, Ulrich Blessing",7,3,"10,051"
Seed Round - syte,https://www.crunchbase.com/funding_round/syte-seed--a8c481ec,syte,https://www.crunchbase.com/organization/syte,Seed,"Münster, Nordrhein-Westfalen, Germany, Europe",5000000,EUR,5588484,2024-09-26,Seed,,,,Yes,"Syte offers real-time, AI-driven data and insights about plots for banks, real estate agents, project developers, planners, and authorities.","Artificial Intelligence (AI), CleanTech, Information Technology, Real Estate",,https://www.syte.ms,,8200000,EUR,8903949,Seed,3,Schwarz Group,"Fabian Axthelm, HTGF | High-Tech Gruenderfonds, Moritz Luck, Schwarz Group, Vantage Value, vent.io",6,1,"10,149"
Seed Round - IRUBIS,https://www.crunchbase.com/funding_round/irubis-specializes-in-spectroscopy-for-bioprocessing-and-also-provides-biotechnology-solutions-seed--5bb739a5,IRUBIS,https://www.crunchbase.com/organization/irubis-specializes-in-spectroscopy-for-bioprocessing-and-also-provides-biotechnology-solutions,Seed,"München, Bayern, Germany, Europe",,,,2024-08-29,Seed,,,,Yes,IRUBIS offers bioprocessing and infrared spectroscopy services.,"Biotechnology, Product Research",,https://irubis.com/,$1M to $10M,5100000,EUR,5233603,Seed,5,BioProcess360 Partners,"BioProcess360 Partners, Christoph Bremus, HTGF | High-Tech Gruenderfonds, Matthias Arnold, RoBet KG, Ventura BioMed Investors, Verve Ventures",7,2,"10,435"
Seed Round - Symphera,https://www.crunchbase.com/funding_round/symphera-seed--172b495b,Symphera,https://www.crunchbase.com/organization/symphera,Seed,"München, Bayern, Germany, Europe",2500000,EUR,2782332,2024-09-16,Seed,,,,Yes,Symphera provides an all-in-one surgical system that makes minimally-invasive procedures more efficient.,"Manufacturing, Medical Device",,https://symphera.io/,,2500000,EUR,2782332,Seed,1,HTGF | High-Tech Gruenderfonds,"Bayern Kapital, Carma Fund, HTGF | High-Tech Gruenderfonds, IRCAD Institut de Recherche contre les Cancers de l’Appareil Digestif, Stern Stewart Ventures, UnternehmerTUM",6,1,"10,610"
Series A - SciRhom,https://www.crunchbase.com/funding_round/scirhom-series-a--abb3be9e,SciRhom,https://www.crunchbase.com/organization/scirhom,Series A,"Martinsried, Bayern, Germany, Europe",63000000,EUR,68132931,2024-07-09,Early Stage Venture,,,,Yes,SciRhom is a biotech enterprise that translate advanced scientific findings into game-changing therapies for autoimmune diseases.,"Biotechnology, Health Care",,https://scirhom.com/,$1M to $10M,78000000,EUR,84567595,Early Stage Venture,3,"Andera Partners, Hadean Ventures, Kurma Partners, MIG Capital, Wellington Partners","Andera Partners, Bayern Kapital, Hadean Ventures, HTGF | High-Tech Gruenderfonds, Kurma Partners, MIG Capital, PhiFund Ventures, Wellington Partners",8,5,"10,674"
Pre Seed Round - Sedivention,https://www.crunchbase.com/funding_round/sedivention-pre-seed--f4c42534,Sedivention,https://www.crunchbase.com/organization/sedivention,Pre-Seed,"Straßlach-dingharting, Bayern, Germany, Europe",800000,EUR,847564,2024-11-18,Seed,,,,Yes,"Sedivention is a medical technology startup that enables a one-time, interventional, and minimally invasive therapy for obesity.","Medical, Medical Device",Women Founded,https://www.sedivention.com/,,800000,EUR,847564,Seed,1,HTGF | High-Tech Gruenderfonds,HTGF | High-Tech Gruenderfonds,1,1,"10,770"
Series A - PL BioScience,https://www.crunchbase.com/funding_round/pl-bioscience-series-a--52539017,PL BioScience,https://www.crunchbase.com/organization/pl-bioscience,Series A,"Aachen, Nordrhein-Westfalen, Germany, Europe",7800000,EUR,8513704,2024-08-08,Early Stage Venture,,,,Yes,We deliver advanced 2D and 3D cell culture solutions based on human Platelet Lysate,"Biotechnology, Health Care",,https://www.pl-bioscience.com/,$1M to $10M,11500000,EUR,13045646,Early Stage Venture,2,,"Avant Bio, b.value AG, better ventures, Brightlands Venture Partners, LePure Biotech, TechVision Fund",6,,"10,858"
Pre Seed Round - Pagent,https://www.crunchbase.com/funding_round/pagent-pre-seed--5404aa48,Pagent,https://www.crunchbase.com/organization/pagent,Pre-Seed,"Bonn, Nordrhein-Westfalen, Germany, Europe",900000,USD,900000,2024-12-16,Seed,,,,Yes,Pagent develops AI systems.,"Artificial Intelligence (AI), Marketing",,https://www.pagent.ai/,,900000,USD,900000,Seed,1,HTGF | High-Tech Gruenderfonds,HTGF | High-Tech Gruenderfonds,1,,"11,087"
Seed Round - Synthara,https://www.crunchbase.com/funding_round/synthara-seed--8133925e,Synthara,https://www.crunchbase.com/organization/synthara,Seed,"Zürich, Zurich, Switzerland, Europe",5500000,USD,5500000,2024-06-05,Seed,,,,Yes,"Synthara is an IT consulting firm that offers algorithms, semiconductors, machine learning, IoT, and artificial intelligence services.","Artificial Intelligence (AI), Internet of Things, Semiconductor",,https://www.synthara.ai,$1M to $10M,14904932,USD,14904932,Seed,9,Vsquared Ventures,"DeepIE Ventures Management Co., Deeptech Labs, Excellis, HTGF | High-Tech Gruenderfonds, Onsight Ventures, OTB Ventures, Sandeep Raju, Vsquared Ventures, Zürcher Kantonal Bank",9,3,"11,141"
Series B - Sdui,https://www.crunchbase.com/funding_round/sdui-series-b--a566a0d7,Sdui,https://www.crunchbase.com/organization/sdui,Series B,"Koblenz, Rheinland-Pfalz, Germany, Europe",21000000,EUR,22935154,2024-07-12,Early Stage Venture,,,,Yes,Sdui provides solutions for mobile communication and organization in education.,"Apps, Education, Information and Communications Technology (ICT), Mobile Apps, Software, Web Apps",,https://sdui.de/,$10M to $50M,46000000,EUR,50902890,Early Stage Venture,5,"HV Capital, Summiteer","BlackRock, Brighteye Ventures, Haniel, HTGF | High-Tech Gruenderfonds, HV Capital, JSM Hinderer GmbH, Summiteer",7,3,"11,460"
Series B - LiveEO,https://www.crunchbase.com/funding_round/liveeo-series-b--c4d3d426,LiveEO,https://www.crunchbase.com/organization/liveeo,Series B,"Berlin, Berlin, Germany, Europe",25000000,EUR,26773418,2024-06-25,Early Stage Venture,,,,Yes,LiveEO provides earth observation technologies and solutions.,"Analytics, Artificial Intelligence (AI), Asset Management, SaaS",,https://live-eo.com,$10M to $50M,64931218,USD,64931218,,9,"DeepTech & Climate Fonds, NordicNinja VC","DeepTech & Climate Fonds, DvH Ventures, Hannover Digital Investments, Helen Ventures, Matterwave Ventures, MMC Ventures, Motu Ventures, NordicNinja VC, Segenia Capital",9,8,"11,737"
Venture Round - All3DP GmbH,https://www.crunchbase.com/funding_round/all3dp-gmbh-series-unknown--d930cadd,All3DP GmbH,https://www.crunchbase.com/organization/all3dp-gmbh,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",,,,2024-09-24,,,,,Yes,Marketplace for 3D printed parts. Online publisher for 3D printing and additive manufacturing.,"3D Printing, 3D Technology, E-Commerce, Manufacturing, Marketplace",,https://all3dp.com/,$1M to $10M,5730000,EUR,6655469,,5,HZG Group,"Bayern Kapital, Deutsche Balaton, HTGF | High-Tech Gruenderfonds, HZG Group",4,2,"11,855"
Venture Round - Lindis Blood Care,https://www.crunchbase.com/funding_round/lindis-bloodcare-series-unknown--cc074418,Lindis Blood Care,https://www.crunchbase.com/organization/lindis-bloodcare,Venture - Series Unknown,"Hennigsdorf, Brandenburg, Germany, Europe",,,,2024-12-13,,,,,Yes,Lindis Blood Care is to optimise the outcome of cancer surgeries by developing a Medical Device.,"Health Care, Medical Device",,https://lindis-bloodcare.com/,$1M to $10M,5000000,EUR,5560251,,3,Brandenburg Kapital,"Brandenburg Kapital, Franzpeter Bracht, Horst Lindhofer, HTGF | High-Tech Gruenderfonds",4,1,"12,682"
Pre Seed Round - Cloudsquid,https://www.crunchbase.com/funding_round/cloudsquid-pre-seed--b14aea74,Cloudsquid,https://www.crunchbase.com/organization/cloudsquid,Pre-Seed,"Berlin, Berlin, Germany, Europe",1000000,USD,1000000,2024-11-04,Seed,,,,Yes,is an an artificial intelligence based revenue orchestration company intended for companies with usage-based pricing models.,"Artificial Intelligence (AI), FinTech, SaaS",,https://cloudsquid.io/,,1000000,USD,1000000,Seed,1,"BackBone Ventures, HTGF | High-Tech Gruenderfonds","BackBone Ventures, HTGF | High-Tech Gruenderfonds, Reetu Kainulainen, Udi Miron",4,,"12,974"
Series A - Black Semiconductor,https://www.crunchbase.com/funding_round/black-semiconductor-series-a--16791c47,Black Semiconductor,https://www.crunchbase.com/organization/black-semiconductor,Series A,"Aachen, Nordrhein-Westfalen, Germany, Europe",25700000,EUR,27788741,2024-06-12,Early Stage Venture,,,,Yes,"Black Semiconductor uses graphene to create ultra-fast, energy-efficient chip networks by connecting thousands as chips to interact as one.","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Electronics, Manufacturing, Robotics, Semiconductor",,https://blacksemi.com,,254400000,EUR,275076095,Early Stage Venture,4,"Porsche Ventures, Project A Ventures","Cambium Capital Partners, Capnamic Ventures, NRW.BANK, Onsight Ventures, Porsche Ventures, Project A Ventures, Scania Growth Capital, TechVision Fund, Vsquared Ventures",9,2,"13,950"
Seed Round - JUPUS,https://www.crunchbase.com/funding_round/jupus-by-iurtech-seed--dfcacf52,JUPUS,https://www.crunchbase.com/organization/jupus-by-iurtech,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1300000,EUR,1410668,2024-05-28,Seed,,,,Yes,JUPUS is the AI secretary for law firms,"Artificial Intelligence (AI), Legal Tech, SaaS",,https://www.jupus.de,,1850000,EUR,2007415,Seed,3,HTGF | High-Tech Gruenderfonds,"Combination VC, Felix Plog, Georg Puschel, HTGF | High-Tech Gruenderfonds, Kilian Kaminski, Philipp Hammerich, Stefan C. Schicker",7,1,"14,049"
Pre Seed Round - DemoSquare,https://www.crunchbase.com/funding_round/demosquare-pre-seed--0064ae68,DemoSquare,https://www.crunchbase.com/organization/demosquare,Pre-Seed,"Prilly, Vaud, Switzerland, Europe",1200000,CHF,1407204,2024-08-06,Seed,,,,Yes,DemoSquare is a pioneer in the realm of public-affairs management connect businesses with government affairs .,"Internet, Internet of Things",,https://demosquare.ch/landing,,1350000,CHF,1571437,Seed,2,QBIT Capital,"HTGF | High-Tech Gruenderfonds, QBIT Capital",2,2,"14,212"
Seed Round - OKIBO,https://www.crunchbase.com/funding_round/okibo-seed--e90b0b5a,OKIBO,https://www.crunchbase.com/organization/okibo,Seed,"Petah Tiqwa, HaMerkaz, Israel, Asia",7850000,USD,7850000,2024-03-28,Seed,,,,Yes,"Okibo is a developer of intelligent, mobile, multi-purpose, and autonomous robots for use in construction sites.","Construction, Robotics",,https://okibo.com/,$1M to $10M,7850000,USD,7850000,M&A,2,"BitStone Capital, Shadow Ventures","BitStone Capital, BuiltUp Ventures, Pi Labs, Saint-Gobain, Shadow Ventures, Yanushevsky",6,1,"14,641"
Pre Seed Round - Lichtwart,https://www.crunchbase.com/funding_round/lichtwart-pre-seed--3a6a50b8,Lichtwart,https://www.crunchbase.com/organization/lichtwart,Pre-Seed,"Herford, Nordrhein-Westfalen, Germany, Europe",,,,2024-09-13,Seed,,,,Yes,Lichtwart is a startup that creates a cloud control platform for efficiently controlling and maintaining lighting systems.,"Cloud Computing, Internet of Things",,https://lichtwart.io,,,,,Seed,1,BitStone Capital,"better ventures, BitStone Capital, Vireo Ventures",3,1,"15,351"
