Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - ACCURE Battery Intelligence,https://www.crunchbase.com/funding_round/accure-battery-intelligence-series-a--87e594b9,ACCURE Battery Intelligence,https://www.crunchbase.com/organization/accure-battery-intelligence,Series A,"Aachen, Nordrhein-Westfalen, Germany, Europe",7200000,EUR,7809483,2023-08-22,Early Stage Venture,,,,Yes,ACCURE is an AI-powered battery analytics company.,"Analytics, Artificial Intelligence (AI), Battery, Energy, Energy Storage, Machine Learning, Predictive Analytics, Renewable Energy, Software",,https://accure.net,$500M to $1B,34494830,USD,34494830,Early Stage Venture,4,"Blue Bear Capital, HSBC Asset Management","Blue Bear Capital, Capnamic Ventures, HSBC Asset Management, Riverstone Holdings",4,2,"309,171"
Seed Round - Colonia,https://www.crunchbase.com/funding_round/colonia-seed--54125b9d,Colonia,https://www.crunchbase.com/organization/colonia,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",6000000,EUR,6545852,2023-06-26,Seed,,,,Yes,Colonia is a logistics company that brings all global trucks and trailers into one shared fleet.,Logistics,,https://www.colonia.tech,,6000000,EUR,6545852,Seed,2,"Atlantic Labs, Octopus Ventures","Atlantic Labs, FlixBus, Grover, Hoyer, MobilityFund, Octopus Ventures, Plug and Play, vent.io",8,1,"659,441"
Seed Round - Getpaid,https://www.crunchbase.com/funding_round/getpaid-928b-seed--1cb0d57b,Getpaid,https://www.crunchbase.com/organization/getpaid-928b,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",5700000,EUR,6011504,2023-10-05,Seed,,,,Yes,Getpaid is a payfac-as-a-service provider.,Payments,,https://getpaid.io/,$1M to $10M,6700000,EUR,7030178,Seed,2,Inventure,"Christian Grobe, Felix Jahn, Ilkka Paananen, Illusian Founder Office, Inventure, Jordane Giuly, Kai-Uwe Mokros, Matthias Knecht, Philippe Teixeira da Mota, Picus Capital",10,2,"78,919"
Seed Round - Voltfang,https://www.crunchbase.com/funding_round/voltfang-seed--ad23b027,Voltfang,https://www.crunchbase.com/organization/voltfang,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",5000000,EUR,5491464,2023-05-10,Seed,,,,Yes,Voltfang develops home storage solutions for private houses using recycled traction batteries.,"Battery, Energy Storage, Renewable Energy",,https://voltfang.de/,$10M to $50M,14050000,EUR,15458191,Early Stage Venture,7,PT1,"AENU, Aurum Ventures, Eviny Ventures, Helen Ventures, PT1",5,1,"449,782"
Seed Round - METYCLE,https://www.crunchbase.com/funding_round/metycle-seed--00cd45d8,METYCLE,https://www.crunchbase.com/organization/metycle,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",4700000,EUR,5166874,2023-12-14,Seed,,,,Yes,METYCLE is building the B2B trading platform to accelerate international trade of secondary metals.,"B2B, Marketplace, Recycling",,http://www.metycle.com,,20300000,EUR,21491788,Early Stage Venture,3,Project A Ventures,"Anne-Marie Großmann, Christoph Cordes, DFF Ventures, Gisbert Ruehl, Market One Capital, Partech, Philipp Andernach, Project A Ventures",8,3,"29,876"
Seed Round - Transimmune,https://www.crunchbase.com/funding_round/transimmune-seed--d624b1f2,Transimmune,https://www.crunchbase.com/organization/transimmune,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",5000000,USD,5000000,2023-09-20,Seed,,,,Yes,Transimmune is a pioneering dendritic cell therapy business that has discovered how dendritic cells are produced biologically.,"Biotechnology, Product Research",,https://transimmune.com,$1M to $10M,5000000,USD,5000000,Seed,1,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,1,,"125,624"
Pre Seed Round - Greenlyte Carbon Technologies,https://www.crunchbase.com/funding_round/greenlyte-carbon-technologies-pre-seed--7df15411,Greenlyte Carbon Technologies,https://www.crunchbase.com/organization/greenlyte-carbon-technologies,Pre-Seed,"Essen, Nordrhein-Westfalen, Germany, Europe",4500000,EUR,4930896,2023-06-27,Seed,,,,Yes,Greenlyte Carbon Technologies develops and markets an efficient low temperature DAC process that captures CO2 from the air.,"Carbon Capture, Chemical, Manufacturing",,https://www.greenlyte.tech/,,18500000,EUR,20105139,Seed,3,,Hendrik Brandis,1,,"447,083"
Seed Round - EmmySoft,https://www.crunchbase.com/funding_round/emmysoft-seed--74086209,EmmySoft,https://www.crunchbase.com/organization/emmysoft,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",4500000,EUR,4915497,2023-12-18,Seed,,,,Yes,EmmySoft develops cutting-edge software solutions for revolutionizing the HR Recruiting and Management processes.,"Information Services, Information Technology, Recruiting",,https://emmysoft.com/,,4500000,EUR,4915497,Seed,1,,"Brüder Oetker Beteiligungen KG family office, Zimmermann Investments",2,1,"158,092"
Pre Seed Round - Greenlyte Carbon Technologies,https://www.crunchbase.com/funding_round/greenlyte-carbon-technologies-pre-seed--3311be98,Greenlyte Carbon Technologies,https://www.crunchbase.com/organization/greenlyte-carbon-technologies,Pre-Seed,"Essen, Nordrhein-Westfalen, Germany, Europe",3500000,EUR,3729777,2023-03-10,Seed,,,,Yes,Greenlyte Carbon Technologies develops and markets an efficient low temperature DAC process that captures CO2 from the air.,"Carbon Capture, Chemical, Manufacturing",,https://www.greenlyte.tech/,,18500000,EUR,20105139,Seed,3,"Carbon Removal Partners, Earlybird Venture Capital, Green Generation Fund","Carbon Removal Partners, Earlybird Venture Capital, Green Generation Fund",3,,"685,854"
Series A - AMPHERR,https://www.crunchbase.com/funding_round/ampherr-series-a--bc76e0ce,AMPHERR,https://www.crunchbase.com/organization/ampherr,Series A,"Neuss, Nordrhein-Westfalen, Germany, Europe",3000000,EUR,3187072,2023-10-11,Early Stage Venture,,,,Yes,"STATE OF THE ART, SMART ENERGY STORAGE SYSTEMS FOR ALL KINDS OF EVs AND STATIONARY APPLICATIONS, BASED ON VARIOUS VARIANTS OF LI-ION CELLS","Battery, Electric Vehicle, Energy Storage, Manufacturing, Renewable Energy",,https://ampherr.com,$1M to $10M,3000000,EUR,3187072,Early Stage Venture,1,Ahu Serter,"Ahu Serter, Atilla Tacir",2,,"115,611"
Seed Round - Ordio,https://www.crunchbase.com/funding_round/ordio-seed--288544dc,Ordio,https://www.crunchbase.com/organization/ordio,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",2900000,EUR,3140612,2023-01-16,Seed,,,,Yes,Deskless Workforce Management,"Apps, Food and Beverage, Information Technology, Marketing, Mobile Apps, Restaurants, Software, Supply Chain Management",,https://www.ordio.com,,3900000,EUR,4158367,Seed,2,Capnamic Ventures,"Capnamic Ventures, Simon Capital",2,1,"337,579"
Seed Round - specter automation,https://www.crunchbase.com/funding_round/specter-automation-seed--e3e0d1fe,specter automation,https://www.crunchbase.com/organization/specter-automation,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",2700000,EUR,2932383,2023-01-31,Seed,,,,Yes,"B2B SaaS company for AI powered automation of construction site management and tracking, effectively cutting construction delays in half.","Artificial Intelligence (AI), Construction, Enterprise Software, SaaS, Software",,http://www.specter-automation.com/,,2700000,EUR,2932383,Seed,2,TechVision Fund,"LBBW VC, Mostafa Akbari-Hochberg, TechVision Fund, xdeck",4,1,"206,421"
Pre Seed Round - vGreens,https://www.crunchbase.com/funding_round/vgreens-pre-seed--6272fb69,vGreens,https://www.crunchbase.com/organization/vgreens,Pre-Seed,"Essen, Nordrhein-Westfalen, Germany, Europe",2500000,EUR,2665956,2023-01-06,Seed,,,,Yes,vGreens is developing an AI-driven software to enhance the production processes of fruits within vertical farms.,"Agriculture, AgTech, Artificial Intelligence (AI), Farming",,https://v-greens.com,$1M to $10M,2500000,EUR,2665956,Seed,1,,"Business Angels Club Berlin-Brandenburg e.V., Carsten Puschmann, Friedrich Kalthoff, Matthias Helfrich, Maximilian Wermke, Oliver Weimann, SeedCapital Dortmund, TU capital GmbH & Co.KG",8,,"13,258"
Seed Round - Prematch,https://www.crunchbase.com/funding_round/prematch-seed--1f383843,Prematch,https://www.crunchbase.com/organization/prematch,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",2400000,EUR,2642537,2023-05-02,Seed,,,,Yes,Prematch is building the #1 platform for grassroots football.,"Mobile, Natural Language Processing, Soccer",,https://www.prematchapp.de/?r=0,$1M to $10M,4100000,EUR,4420345,Seed,4,,"Marcus Stahl, Patric Fassbender, Ralf Reichert, Schadeberg Family Office, Verena Pausder",5,,"156,695"
Seed Round - hbox,https://www.crunchbase.com/funding_round/hbox-seed--de5e99f7,hbox,https://www.crunchbase.com/organization/hbox,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",2300000,EUR,2439242,2023-02-22,Seed,,,,Yes,HBOX Therapies develops therapies based on the principle of minimally invasive targeted hyperoxygenation.,Health Care,,https://www.hbox-therapies.com,$1M to $10M,2300000,EUR,2439242,Seed,1,TechVision Fund,"Dr. Peter Borges, HTGF | High-Tech Gruenderfonds, TechVision Fund",3,2,"52,933"
Seed Round - ScrapBees,https://www.crunchbase.com/funding_round/scrapbees-seed--cfce926d,ScrapBees,https://www.crunchbase.com/organization/scrapbees,Seed,"Neuss, Nordrhein-Westfalen, Germany, Europe",2300000,EUR,2437587,2023-02-23,Seed,,,,Yes,ScrapBees is a pick-up service for the recycling of scrap metal from commercial businesses and private households.,"Environmental Consulting, Waste Management",,https://schrottbienen.de/,,6300000,EUR,6604258,Seed,2,,"BonVenture, Cohors Fortuna Capital, Faraday Venture Partners",3,1,"65,166"
Pre Seed Round - arttrade,https://www.crunchbase.com/funding_round/arttrade-pre-seed--bfc3a41e,arttrade,https://www.crunchbase.com/organization/arttrade,Pre-Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",2000000,EUR,2191301,2023-08-11,Seed,,,,Yes,"FinTech, Investment Platform, Alternative Assets","Blockchain, Financial Services, FinTech",,https://www.arttrade.io,,2000000,EUR,2191301,Seed,1,,"Ingo Hillen, Rhein Asset Management",2,,"172,685"
Seed Round - Sunhat,https://www.crunchbase.com/funding_round/sunhat-seed--a6df6df3,Sunhat,https://www.crunchbase.com/organization/sunhat,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",2000000,EUR,2162162,2023-05-22,Seed,,,,Yes,Sunhat is an automation tool that combines software engineering and sustainability expertise to help supply chain businesses.,"Business Information Systems, Consumer Software, Software",,https://www.getsunhat.com,,5000000,EUR,5414311,Seed,2,"Capnamic Ventures, xdeck","Capnamic Ventures, Unifier Ventures, WEPA Ventures, xdeck",4,2,"495,886"
Pre Seed Round - Companyon Analytics,https://www.crunchbase.com/funding_round/companyon-analytics-pre-seed--c8bb71c9,Companyon Analytics,https://www.crunchbase.com/organization/companyon-analytics,Pre-Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",2000000,EUR,2132078,2023-09-21,Seed,,,,Yes,"Companyon Analytics provides data security, cloud infrastructure, information technology, technical solutions, and consultancy services.","Accounting, Analytics, Consulting, Finance, Information Technology, Management Information Systems, SaaS, Software",,https://www.companyon.de/,,2000000,EUR,2132078,Seed,1,,NRW.BANK,1,,"147,219"
Seed Round - Certif-ID International GmbH,https://www.crunchbase.com/funding_round/certif-id-international-gbr-seed--332b0320,Certif-ID International GmbH,https://www.crunchbase.com/organization/certif-id-international-gbr,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1600000,EUR,1747171,2023-04-06,Seed,,,,Yes,Certif-ID is a ‘Future of Work’ platform connecting education to technical skills employment.,"Blockchain, Education, Human Resources",,https://certif-id.com/,$1M to $10M,1600000,EUR,1747171,Seed,2,NRW.BANK,"Andreas Weinberger, Jörg Will, Malte Pollmann, Michael Bernhoerster, NRW.BANK",5,,"53,312"
Seed Round - Spot My Energy,https://www.crunchbase.com/funding_round/spot-my-energy-seed--f3383a68,Spot My Energy,https://www.crunchbase.com/organization/spot-my-energy,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",1550000,EUR,1666747,2023-09-12,Seed,,,,Yes,Spot My Energy increases the value of smart power by making energy flows transparent.,"Electronics, Manufacturing",,https://spotmyenergy.com,,14697630,USD,14697630,Seed,3,Picus Capital,Picus Capital,1,1,"224,796"
Pre Seed Round - Vivalyx,https://www.crunchbase.com/funding_round/vivalyx-pre-seed--8483efac,Vivalyx,https://www.crunchbase.com/organization/vivalyx,Pre-Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",1500000,EUR,1641817,2023-06-15,Seed,,,,Yes,Vivalyx is committed to saving the lives of organ failure patients by boosting the vitality and number of donor organs.,"Health Care, Manufacturing, Medical",,https://vivalyx.com,,15400000,EUR,16284201,Seed,5,,Mario Götze,1,,"242,050"
Pre Seed Round - METYCLE,https://www.crunchbase.com/funding_round/metycle-pre-seed--f1fe0bf0,METYCLE,https://www.crunchbase.com/organization/metycle,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1500000,EUR,1615979,2023-03-21,Seed,,,,Yes,METYCLE is building the B2B trading platform to accelerate international trade of secondary metals.,"B2B, Marketplace, Recycling",,http://www.metycle.com,,20300000,EUR,21491788,Early Stage Venture,3,"DFF Ventures, Market One Capital","DFF Ventures, Louis Pfitzner, Market One Capital, Tom Bird",4,2,"593,786"
Pre Seed Round - Elixion Medical,https://www.crunchbase.com/funding_round/elixion-medical-pre-seed--ac1e8015,Elixion Medical,https://www.crunchbase.com/organization/elixion-medical,Pre-Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",1400000,EUR,1535054,2023-05-09,Seed,,,,Yes,"Reduce care shortage with medical IoT devices, SaaS & AI","Artificial Intelligence (AI), Health Care, Internet of Things, Medical Device, SaaS",,https://elixionmedical.com,,1400000,EUR,1535054,Seed,2,,"Fricke Beteiligungsgesellschaft mbH, NRW.BANK",2,,"56,551"
Seed Round - DNTOX,https://www.crunchbase.com/funding_round/dntox-seed--19fe92ef,DNTOX,https://www.crunchbase.com/organization/dntox,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",1400000,EUR,1518091,2023-06-14,Seed,,,,Yes,an in vitro testing battery for safe chemicals,"Biotechnology, Life Science",,https://dntox.de,,1400000,EUR,1518091,Seed,2,HTGF | High-Tech Gruenderfonds,"AQAL Integral Investing, Barbara Korte-Sturm, Bool Capital, HTGF | High-Tech Gruenderfonds, Nikolaus Sturm",5,2,"660,329"
Seed Round - Dr. Vivien Karl,https://www.crunchbase.com/funding_round/dr-vivien-karl-seed--de3b569a,Dr. Vivien Karl,https://www.crunchbase.com/organization/dr-vivien-karl,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",1500000,USD,1500000,2023-05-09,Seed,,,,Yes,Dr. Vivien Karl is a beauty cream manufacturing company that produces Intimpflege products.,"Health Care, Personal Health, Wellness, Women's",,https://vivienkarl.com,$1M to $10M,1717400,USD,1717400,Seed,4,DvH Ventures,"better ventures, DvH Ventures, Mirko Caspar, Tina Mueller",4,1,"207,310"
Seed Round - Speekly,https://www.crunchbase.com/funding_round/speekly-gmbh-seed--11cf3de1,Speekly,https://www.crunchbase.com/organization/speekly-gmbh,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1250000,EUR,1340485,2023-09-06,Seed,12750000,EUR,13672952,Yes,Leading UGC platform in Europe | Providing brands with high-performing video ads,"Advertising, Content Creators, Marketing, Social Media Marketing",,https://speekly.de/,,1250000,EUR,1340485,Seed,1,neoteq ventures,"Alexander Moulakakis, neoteq ventures",2,,"102,936"
Seed Round - consalio,https://www.crunchbase.com/funding_round/consalio-seed--0da64d55,consalio,https://www.crunchbase.com/organization/consalio,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",1200000,EUR,1321708,2023-07-11,Seed,,,,Yes,consalio is an advisor spend management solution company.,"Information Technology, Software",,https://consalio.com/,$1M to $10M,2400000,EUR,2525350,Seed,2,,"Benjamin Ruschin, Hendrik Sämisch, NRW.BANK, Oliver Dehning, Raakwark Kaptaal",5,,"53,975"
Seed Round - Innoloft,https://www.crunchbase.com/funding_round/innoloft-seed--b79f578e,Innoloft,https://www.crunchbase.com/organization/innoloft,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1083799,2023-05-17,Seed,,,,Yes,"We make coding as easy as PowerPoint! Innoloft offers LoftOS, a no-code development platform enabling everyone to build web applications.","B2B, SaaS, Software",,https://innoloft.com,$1M to $10M,1000000,EUR,1083799,Seed,3,,"Cohors Fortuna Capital, Conenergy AG, Mosel Ventures",3,,"504,451"
Pre Seed Round - limbiq.com,https://www.crunchbase.com/funding_round/limbiq-com-pre-seed--2029c0c9,limbiq.com,https://www.crunchbase.com/organization/limbiq-com,Pre-Seed,"Duisburg, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1058471,2023-02-24,Seed,,,,Yes,limbiq.com is AI-driven supply chain management SaaS platform to digitize collaboration across company borders,"E-Commerce, Logistics, SaaS, Software, Supply Chain Management",,https://www.limbiq.com,Less than $1M,1500000,EUR,1640187,Seed,3,Motion Ventures,"Alexander Bloech, Hans-Michael Hauser, Motion Ventures, Nikolaus D. Bayer, Patrick Merkel, Sven Schürnpeck, Thomas Beckmann",7,1,"554,192"
Seed Round - Plooshies,https://www.crunchbase.com/funding_round/plooshies-seed--bf017f25,Plooshies,https://www.crunchbase.com/organization/plooshies,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",1000000,USD,1000000,2023-07-17,Seed,,,,Yes,"Plooshies is a web3 NFT, media, and entertainment brand.","Blockchain, Ethereum, Marketing",,https://theplooshies.com,,1000000,USD,1000000,Seed,1,,,,,"98,274"
Pre Seed Round - Alpha Sophia,https://www.crunchbase.com/funding_round/alpha-sophia-pre-seed--3a97578e,Alpha Sophia,https://www.crunchbase.com/organization/alpha-sophia,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1000000,USD,1000000,2023-05-09,Seed,,,,Yes,SaaS Healthcare Commercial Intelligence,"Hospital, Information Technology, Life Science, Medical Device, Pharmaceutical, Software",,https://www.alphasophia.com/,,1000000,USD,1000000,Seed,1,,,,,"168,690"
Seed Round - AuditOne,https://www.crunchbase.com/funding_round/auditone-9d84-seed--23dee0d2,AuditOne,https://www.crunchbase.com/organization/auditone-9d84,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",800000,EUR,863880,2023-12-12,Seed,,,,Yes,AuditOne is an audit platform that facilitates seamless smart contracts audit process as well as offers Web3-based verification services.,"Blockchain, Cyber Security, Information Technology, Productivity Tools, Security, Smart Contracts, Software, Web3",,https://www.auditone.io/,$1M to $10M,800000,EUR,863880,Seed,1,HTGF | High-Tech Gruenderfonds,"Florian von Bodman, HTGF | High-Tech Gruenderfonds, Sebastian Herzog",3,1,"122,446"
Pre Seed Round - Artificient Mobility Intelligence,https://www.crunchbase.com/funding_round/artificient-mobility-intelligence-pre-seed--341e013d,Artificient Mobility Intelligence,https://www.crunchbase.com/organization/artificient-mobility-intelligence,Pre-Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",750000,EUR,806175,2023-06-09,Seed,,,,Yes,"University Spin-off from Germany Offering Research Level AI to Evaluate Driving Safety, Track CO2 Footprint & Lower Accident Costs","Artificial Intelligence (AI), Auto Insurance, Car Sharing, Computer Vision, Electric Vehicle, InsurTech, Logistics, Machine Learning, Mobile Apps","East Asian Founded, Women Founded",http://www.artificient.de,$1M to $10M,750000,EUR,806175,Seed,3,"APX, Lifetime Ventures","APX, Lifetime Ventures, NRW.BANK",3,1,"204,664"
Pre Seed Round - JUPUS,https://www.crunchbase.com/funding_round/jupus-by-iurtech-pre-seed--2920fe1c,JUPUS,https://www.crunchbase.com/organization/jupus-by-iurtech,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",550000,EUR,596747,2023-01-30,Seed,,,,Yes,JUPUS is the AI secretary for law firms,"Artificial Intelligence (AI), Legal Tech, SaaS",,https://www.jupus.de,,1850000,EUR,2007415,Seed,3,,"Felix Plog, Ingo Weber, Philipp Hammerich, Stefan C. Schicker",4,,"470,282"
Pre Seed Round - SehrGuterPreis,https://www.crunchbase.com/funding_round/sehrguterpreis-pre-seed--442fa26e,SehrGuterPreis,https://www.crunchbase.com/organization/sehrguterpreis,Pre-Seed,"Leverkusen, Nordrhein-Westfalen, Germany, Europe",500000,EUR,550638,2023-02-01,Seed,,,,Yes,"Our vision is to make the car market more digital and automized, transforming the way people buy and sell cars online.",Automotive,,https://www.sehrguterpreis.de/,,500000,EUR,550638,Seed,1,,,,,"69,516"
